FID,OBJECTID,SHAPE,TEXT13ID,F_TYP,T_TEXT,T_LANG,O,P,O_UEREG,O_REGION,O_LOKAL,P_WLD,P_WAS,P_WIE,P_WGT,P_LW,P_PK,P_GPK,P_GST,P_SGR,P_AGR,P_RGR,P_URB,Q_MOB,Q_SPI,Q_GRI,Q_HUN,Q_BAB,Q_WC,Q_SPO,Q_TRB,UMFANG,FLAECHE,SE_ANNO_CAD_DATA
OEFFGRUENFLOGD.2595,2595,"MULTIPOLYGON (((16.49097138569859 48.17670218243548, 16.494784942501525 48.17414653924121, 16.495787156272854 48.173474850341506, 16.49649233951294 48.17300699352739, 16.49694680805433 48.17281981016327, 16.49789456595477 48.17216757739444, 16.49843583401398 48.171741138205924, 16.49929177324952 48.17118569487067, 16.500347245898602 48.17052337274722, 16.50359248415566 48.16851886599443, 16.504260934668967 48.16819058769754, 16.50554819431708 48.16742174120838, 16.507471631452056 48.16636963974111, 16.50907828092501 48.16553581212955, 16.510829245672063 48.164722843651404, 16.512151486141704 48.16410066166193, 16.513002334075217 48.1637220078192, 16.516606613378947 48.16218562789536, 16.517880595604783 48.16164523959543, 16.519815689711947 48.16073320201751, 16.521650997692177 48.1597832205523, 16.524094758785754 48.15851014722077, 16.52662655162711 48.1572905424046, 16.52695979756644 48.157341314438945, 16.527088743870145 48.157557575429536, 16.526983166966858 48.157734338795905, 16.526579297195997 48.157601568704074, 16.525536305128902 48.15816902749944, 16.52327295898783 48.15929127663225, 16.52333633949838 48.159346819479154, 16.520107999289912 48.160953681905525, 16.5197040238138 48.16115471014536, 16.517416558436256 48.16229318216678, 16.516972094758046 48.16251449861544, 16.514830366759945 48.16358018106266, 16.5147334878138 48.16344515162375, 16.51349626635129 48.164030225744476, 16.512961234465948 48.1641996742915, 16.51288792197196 48.164263021588106, 16.51197614836582 48.16482650077721, 16.511368508608438 48.1652630412764, 16.51170459914865 48.165262528427576, 16.51094596824274 48.16568074851811, 16.510260056838188 48.16618878633368, 16.51012950566268 48.166261773010014, 16.51012201447694 48.166154708441674, 16.509964257642036 48.16603433990279, 16.50973807526375 48.16615632316448, 16.50972270611932 48.1661433960376, 16.50868882351418 48.16672043868072, 16.508544110757352 48.166822544391, 16.507725361600876 48.16729627687439, 16.506327044721534 48.168139407943634, 16.504170427397646 48.169468483335436, 16.50295042079131 48.170224910115174, 16.50241401304883 48.17054130566416, 16.502360612713016 48.1705334688084, 16.50207050269976 48.17070763817995, 16.50207222920368 48.17074270948886, 16.501987865234273 48.17080560435264, 16.50197047251338 48.17083206969565, 16.500286825067594 48.17187617539378, 16.497415590909366 48.17367143917838, 16.494453341244846 48.17552725827469, 16.492647871771634 48.176658724662, 16.492096889659855 48.17697245289565, 16.491749821367048 48.17718085219996, 16.49097138569859 48.17670218243548), (16.510696876199486 48.165418635385635, 16.51082333545303 48.16554491142741, 16.510923571754375 48.16551103421174, 16.51142055189281 48.16512946730647, 16.511388853809652 48.16507330756636, 16.511262753103903 48.16505242217777, 16.510696876199486 48.165418635385635)))",Neue Donau,U,Neue Donau/Finsterbuschst,Neue Donau / Finsterbuschstraße,100,1000100000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7277.669687,250663.53636554,
OEFFGRUENFLOGD.2693,2693,"POLYGON ((16.46950366772692 48.23712598956369, 16.468287044550976 48.23741461392343, 16.467218794390284 48.237667365115115, 16.46577526605203 48.237370259269426, 16.465965675116504 48.23726331340431, 16.465965423551012 48.237262166392206, 16.465964832854063 48.23725629783897, 16.46596539385026 48.23725042798526, 16.46596709694045 48.23724465726589, 16.465969912983905 48.237239084419436, 16.46597186615754 48.23723620998658, 16.465973793797023 48.237233804798734, 16.46597867297779 48.237228908739475, 16.465984467041913 48.23722448001449, 16.4659910768513 48.237220594400306, 16.465998389310315 48.2372173183808, 16.466000466559652 48.23721654646764, 16.466001693206625 48.23721611520831, 16.466133035536338 48.2371693128811, 16.466082644811152 48.237106195475654, 16.466079890876856 48.2371023100018, 16.466079655274456 48.23710192687755, 16.466077350996336 48.23709747268128, 16.46607551356902 48.23709594840033, 16.466070609636223 48.23709106338715, 16.46606670212365 48.23708579255831, 16.466063857889687 48.2370802260992, 16.466062125599656 48.237074459253584, 16.466061534893154 48.237068590693845, 16.466062095876943 48.23706272083265, 16.46606280140247 48.237059832518995, 16.466063798952046 48.237056950104964, 16.46606661497801 48.23705137724948, 16.46607049577154 48.23704609761921, 16.46607537493095 48.237041201550035, 16.4660811689723 48.23703677281487, 16.46608777875789 48.23703288719052, 16.466095091192514 48.23702961116096, 16.466097614792332 48.23702868165365, 16.46610065324709 48.23702765119838, 16.466368240570997 48.236933988450645, 16.466317221276636 48.23684599583021, 16.466315089599156 48.23684163038051, 16.46631338235017 48.236835946966835, 16.4663128001638 48.23683016330805, 16.466313353001055 48.236824378364204, 16.46631503140233 48.236818691117215, 16.466317806649382 48.23681319887746, 16.46631817584919 48.236812612567604, 16.46632163125664 48.2368079956186, 16.46632643978381 48.23680317036973, 16.46633214995548 48.236798805692075, 16.46633866406899 48.23679497626636, 16.466345870666096 48.23679174761501, 16.466353646440083 48.236789174981, 16.466353736591113 48.236789149976225, 16.466357030177175 48.236787872812116, 16.466363439662796 48.23678479258399, 16.466364877369664 48.236784251364966, 16.466531901865654 48.23672318274942, 16.466541089278678 48.23672039883367, 16.46654791672819 48.23671916891709, 16.46655521514593 48.23671574233196, 16.46656284160306 48.236713205698805, 16.46660037079711 48.23670264559961, 16.46660289005722 48.23670188265414, 16.466608374564952 48.23670063198147, 16.466608586981756 48.23670059407606, 16.46661405651442 48.23669987024372, 16.466617247142757 48.23669966409614, 16.466619962817134 48.23669854921963, 16.46662494957267 48.236696815300995, 16.466627222287684 48.23669614737997, 16.466633178866587 48.23669472494832, 16.46673036267939 48.23667500048508, 16.466732398417566 48.23667461055067, 16.466741030587983 48.2366734532878, 16.46674981502043 48.23667305862912, 16.466758601411254 48.236673433327326, 16.466767239423234 48.23667457097124, 16.466775530181376 48.236676438038955, 16.46677558125797 48.23667645209551, 16.46678348418466 48.236679044513664, 16.466790812982286 48.236682303868825, 16.466797442253235 48.23668617439261, 16.46680325856889 48.236690589859435, 16.466808162410448 48.23669547471956, 16.46680914300495 48.23669664478863, 16.466913311040095 48.23682544264941, 16.466913435267788 48.23682559089554, 16.466914288668423 48.23682661334844, 16.46696558960889 48.236890038722215, 16.467337828325736 48.23676713108211, 16.467341783784907 48.23676592979974, 16.467350117595934 48.236764029321975, 16.46735805272307 48.236762936545915, 16.467358751434876 48.23676287178917, 16.467367537574738 48.23676247700703, 16.467376325682586 48.236762851730404, 16.46737922702116 48.23676314662097, 16.467384964324037 48.23676398936218, 16.467393305134117 48.23676587020216, 16.467401207099815 48.236768462247824, 16.467406379296197 48.23677066467062, 16.46740853501656 48.236771721148656, 16.467415163501816 48.23677559114407, 16.467420979140407 48.23678000601752, 16.4674258824251 48.236784890229394, 16.467426145748377 48.23678519648595, 16.46743069633463 48.23679063485978, 16.468002457284047 48.2366006183896, 16.46860851286677 48.23634781955459, 16.46866493459436 48.23641266819099, 16.468763774008625 48.23639024844133, 16.468819282247388 48.2364073271939, 16.46950366772692 48.23712598956369))",Spargelfeld *,L,Spargelfeld straße,Spargelfeldstraße,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,985.12944757,21227.39403978,[B@484fbb59
OEFFGRUENFLOGD.2694,2694,"POLYGON ((16.472320487539303 48.240088973907284, 16.47099073093275 48.24057006254433, 16.470319288209016 48.23980941421008, 16.47155465853793 48.239284948992804, 16.472320487539303 48.240088973907284))",Städtischer *,L,StädtischerReservegarten,Städtischer Reservegarten Hirschstetten,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.2122855,11271.83536726,
OEFFGRUENFLOGD.2695,2695,"POLYGON ((16.472127756735993 48.24171477432965, 16.471472483179916 48.241961454015744, 16.470782934604486 48.242221301024394, 16.470079212815754 48.241411123442894, 16.47138057984691 48.240889891038535, 16.471979405159562 48.24154788627946, 16.473268803781053 48.241084543787146, 16.473354291906652 48.24117428896624, 16.4733628139799 48.241239197795565, 16.47332208451012 48.24126453969061, 16.472127756735993 48.24171477432965))",Städtischer *,L,StädtischerReservegarten,Städtischer Reservegarten Hirschstetten,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,650.98152355,14236.58031552,
OEFFGRUENFLOGD.2696,2696,"POLYGON ((16.461821621615034 48.23486582132971, 16.462292151487873 48.23543328735462, 16.462003391362828 48.23529393525972, 16.46166835066262 48.235084085977846, 16.461171246653254 48.23481904735476, 16.46168510152005 48.234499510976974, 16.461689687516305 48.23449829638636, 16.461821621615034 48.23486582132971))",Hirschst. Au*,L,Hirschst. Aupark,Hirschstettner Aupark,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274.50145006,2421.9415022,
OEFFGRUENFLOGD.2697,2697,"POLYGON ((16.459505306646008 48.23416294096508, 16.45975548701107 48.234290542691234, 16.45912250432099 48.235030349423546, 16.459077377529027 48.23500960005814, 16.45889482776261 48.235002208463655, 16.458457047979767 48.23500014436365, 16.458151859448872 48.23490913391023, 16.457909743945777 48.23481805226328, 16.457741218949188 48.234709470706385, 16.45807746893619 48.234589672551955, 16.45802120762938 48.23447933552223, 16.458259585507253 48.234408914179284, 16.45855394412068 48.23432209753678, 16.45879112847208 48.23425192816948, 16.45882045546802 48.23424416274426, 16.45897484024795 48.234215016479595, 16.459078792368786 48.23419433436883, 16.459125430189463 48.234180841482754, 16.459407960430966 48.234099103859066, 16.45943608259325 48.234097553856586, 16.459505306646008 48.23416294096508))",Rothergasse,L,Rothergasse,Rothergasse,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,394.94902772,8792.90546141,
OEFFGRUENFLOGD.2698,2698,"POLYGON ((16.466415656136064 48.233268962137274, 16.466418013788477 48.23327372611771, 16.46641974599687 48.23327949298706, 16.4664203367024 48.233285361574474, 16.466419775797533 48.23329123146682, 16.466418072879126 48.23329700222863, 16.46641525708421 48.23330257512045, 16.466411376591527 48.23330785478854, 16.466406497797113 48.23331275089621, 16.46640070417836 48.233317179669555, 16.46639409486563 48.233321065330905, 16.466386782946156 48.23332434139543, 16.466382531417583 48.233325854625726, 16.466378893529043 48.233326951808564, 16.466370561604652 48.233328851905334, 16.466361929734816 48.23333000917453, 16.46635314561361 48.23333040381488, 16.466344359540138 48.23333002907395, 16.46633572184697 48.23332889136366, 16.466327380327787 48.23332701015062, 16.46631947770861 48.233324417622974, 16.466312149205674 48.23332115813971, 16.46630552021184 48.23331728747158, 16.466299704151123 48.23331287184696, 16.46629503747188 48.23330825776351, 16.46623109277562 48.23323572007708, 16.465783469469624 48.233247727974145, 16.465780884217725 48.233247764074314, 16.46577209794169 48.23324738928021, 16.465763460057964 48.23324625149829, 16.465755118363475 48.23324437019639, 16.465747215587257 48.23324177756421, 16.46573988694822 48.23323851796244, 16.465733257841595 48.23323464716397, 16.465731174283192 48.233233196387175, 16.46572744169326 48.23323023139927, 16.465722538019094 48.23322534622353, 16.465718630722154 48.2332200752235, 16.46571578665716 48.23321450858762, 16.46571405448652 48.23320874156261, 16.46571346384781 48.23320287282394, 16.465713998720634 48.2331971386974, 16.465715738977604 48.23318797717941, 16.465555407360355 48.23317497465822, 16.4656161802193 48.233229079369075, 16.465340541474664 48.23321067463767, 16.465329973322795 48.23308986130272, 16.46526460195656 48.23307024596433, 16.465197065829585 48.23307085509, 16.46513916511528 48.233111115100904, 16.46444132786466 48.23307161099931, 16.46427079083581 48.23298043403946, 16.463753089740653 48.23268257823541, 16.463656722036273 48.232545483350385, 16.463738137743146 48.23255331781552, 16.4638075354418 48.23255998566305, 16.464931923887598 48.23265512774944, 16.466048075557207 48.23270445866843, 16.46674117343559 48.23275397860893, 16.467773274742882 48.23282727681963, 16.467901600344458 48.23285724350047, 16.467705829067302 48.23319328664313, 16.46765650262998 48.23327943122015, 16.467606659520616 48.233270100241455, 16.467354258375774 48.232942980957574, 16.46679921845527 48.232922254260174, 16.466741602568096 48.232922600310445, 16.466570780768517 48.232923637788396, 16.466580168074717 48.2328986143978, 16.466535528508995 48.23289524312833, 16.466647196569532 48.23306530072606, 16.46621687061817 48.23303367733458, 16.466350978228935 48.233165335015315, 16.466354838961617 48.23316909698776, 16.466357578434085 48.23317181342357, 16.466361913521535 48.2331779049922, 16.46636256489054 48.23317890969229, 16.466415656136064 48.233268962137274))",Hirschst. Au*,L,Hirschst. Aupark,Hirschstettner Aupark,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,851.43619926,12416.81524565,[B@6a94f525
OEFFGRUENFLOGD.2619,2619,"POLYGON ((16.315536189086437 48.20613758450941, 16.31567444102431 48.20631398518604, 16.315751794383615 48.20652104180158, 16.31579598040927 48.20667633200373, 16.315563651279014 48.206735446293244, 16.315165144088194 48.20676395117265, 16.314998841755468 48.20678865208575, 16.314279276659068 48.206886600347936, 16.31401199138206 48.20615135327129, 16.315317198976558 48.206040586430866, 16.315520762888255 48.20602348022233, 16.315536189086437 48.20613758450941))",Rohrauerpark,L,Rohrauerpark,Rohrauerpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,388.8764279,9176.54090073,
OEFFGRUENFLOGD.2620,2620,"POLYGON ((16.335919128105683 48.20153096237535, 16.335823473449924 48.20253736031686, 16.334111319080307 48.202465116555494, 16.33422046687674 48.20126873735166, 16.335919128105683 48.20153096237535))",Märzpark,L,Märzpark,Märzpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,123,1,502.52571259,15666.861875,
OEFFGRUENFLOGD.2621,2621,"POLYGON ((16.317616637100166 48.200711087595344, 16.317052379007613 48.20087624596977, 16.31699874323575 48.200769442429554, 16.317551968001492 48.200607935583555, 16.317616637100166 48.200711087595344))",Neusserplatz,L,Neusserplatz,Neusserplatz,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115.62733552,564.69036702,
OEFFGRUENFLOGD.2622,2622,"POLYGON ((16.33111795637748 48.1976434839763, 16.33137951602786 48.197716396060436, 16.33141002771449 48.19772490132211, 16.331531808224746 48.19775885033118, 16.331526895007656 48.19776616883027, 16.331526355425094 48.19776805738829, 16.33151061468362 48.19779305795372, 16.331509538401214 48.19779467669299, 16.331494470221134 48.19781976721555, 16.331625606438394 48.197856554767036, 16.331830486219946 48.197914029394774, 16.33184122987574 48.19791702634255, 16.33184638177261 48.197918470848464, 16.33183854126976 48.19792837031028, 16.331819658399194 48.19795221067244, 16.331816233219914 48.19795653629051, 16.33183196199343 48.197960850035905, 16.331558071287734 48.198409096508584, 16.331184023423194 48.19902118396846, 16.33033670652657 48.19878563314771, 16.33034150303125 48.198777847046685, 16.330334958861208 48.19877596533217, 16.330242517187997 48.198750346102244, 16.33021389905539 48.19874241439811, 16.33022613993153 48.19872253997848, 16.330270807349514 48.19864996685834, 16.330296101653676 48.19860886906097, 16.330302021581595 48.19859933653213, 16.330312246905518 48.198582879429964, 16.330317090470764 48.19857514549285, 16.33035215789387 48.19851866974429, 16.330358399359554 48.19850861921824, 16.330388231621843 48.19846057525247, 16.33042022727686 48.198409045608, 16.3304303892913 48.19839267842397, 16.330485000084877 48.19830472727639, 16.330490516318342 48.19829582424399, 16.330501146490786 48.198278737617535, 16.33050558503962 48.19827154324637, 16.330517318438062 48.19825275515213, 16.33053652965651 48.19822199202822, 16.33056666699802 48.19817343001823, 16.33058792457331 48.198138986952266, 16.330608105770672 48.19810646118833, 16.33062425070992 48.19808044273289, 16.33069313554867 48.19796991914206, 16.330700938898012 48.19795732898045, 16.330753140491936 48.19787333460891, 16.33075933070528 48.197863082609054, 16.330763409955185 48.19785651773718, 16.330809910907284 48.19778169617312, 16.330819468589823 48.19776631818095, 16.330865898072744 48.19769161350187, 16.330898554695587 48.19763906751194, 16.330905303361632 48.197639427548424, 16.330920638338046 48.19763870878566, 16.330935569909474 48.19763655108476, 16.330949829059463 48.19763277456903, 16.33096381934589 48.197627289324494, 16.330976330090543 48.19762036509403, 16.33098695772508 48.1976121817248, 16.330994577545905 48.19760418887683, 16.33102224011748 48.19761191529996, 16.331047882313413 48.1976190750532, 16.331061211200396 48.19762279704318, 16.331058384602727 48.19762687625061, 16.331089188076128 48.1976354643482, 16.33111795637748 48.1976434839763))",Reithoferpark,L,Reithoferpark,Reithoferpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,12,1,433.95475931,10656.96366515,
OEFFGRUENFLOGD.2623,2623,"POLYGON ((16.338258591690707 48.19338896358429, 16.338255813067583 48.19339530387215, 16.33824651691336 48.193416501117724, 16.337698357352732 48.19357203184343, 16.337666326294862 48.19357916931292, 16.337624477441633 48.193579863242796, 16.337379035935818 48.193404990756335, 16.337244361458907 48.19330903693006, 16.337079116806123 48.19319370365974, 16.33704708494505 48.1931473041781, 16.33705242402426 48.19310447291324, 16.337100465651517 48.19306164309475, 16.33714851052393 48.19305093352538, 16.33745278167704 48.192947423592095, 16.33788680508106 48.19276563734468, 16.33793192438819 48.192802917241714, 16.33792053743231 48.19280739965228, 16.33793513664502 48.19281148055846, 16.337991806866395 48.19291265814818, 16.337590518230535 48.193042101899536, 16.33740813396538 48.19320560123815, 16.33750498074935 48.193322332422355, 16.337762693863517 48.1933467007456, 16.338171509304708 48.19323349176935, 16.338258591690707 48.19338896358429))",Park Maria v*,L,ParkMariavomSiege,Parkanlage Maria vom Siege,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,356.64170883,3006.98332404,
OEFFGRUENFLOGD.2624,2624,"POLYGON ((16.3294602831294 48.19070937268915, 16.328705945152997 48.19063569421985, 16.327830484960824 48.1905330555502, 16.32791615552469 48.190310197329495, 16.327977035857412 48.190326946193174, 16.327907687600277 48.19047805659715, 16.32844495133411 48.190517037240454, 16.328460692337497 48.190413253513476, 16.328671083152482 48.19045055516553, 16.32872223788232 48.190134715599235, 16.32803026964764 48.19001342823275, 16.32814716222235 48.18970968763373, 16.328780923900773 48.189817977149744, 16.328801255226953 48.18966095632025, 16.328206810863772 48.18955469131307, 16.328260310270547 48.189415674641474, 16.32826380852177 48.189406681631425, 16.328864552602813 48.189444942490944, 16.328864526574332 48.18962902261197, 16.329639519684836 48.18972124979877, 16.3294602831294 48.19070937268915))",Dadlerpark,L,Dadlerpark,Dadlerpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,129,1,725.62007508,10458.39004576,
OEFFGRUENFLOGD.2625,2625,"POLYGON ((16.326166070764398 48.188592021823126, 16.326477215322708 48.188618867149806, 16.326451199570034 48.18887280018427, 16.32587263804206 48.1888205513812, 16.325912801886293 48.18854989048855, 16.326025247087223 48.18812727068176, 16.326398163583516 48.18816822935276, 16.326334062825737 48.18842520696227, 16.32619172381998 48.18843280932786, 16.326166070764398 48.188592021823126))",Hirschenpark,L,Hirschenpark,Hirschenpark,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.50331894,2425.86288408,
OEFFGRUENFLOGD.2626,2626,"MULTIPOLYGON (((16.31946700972779 48.18997344180858, 16.31589361448789 48.190198542131554, 16.315680840902967 48.190199348042604, 16.315504113260335 48.1901917279638, 16.31541751949181 48.19013606666819, 16.315323709840005 48.18996489741283, 16.315022059792884 48.18941400590234, 16.314482005023002 48.1884277388967, 16.31469298093745 48.18820828734494, 16.31480794005997 48.187960150737304, 16.31493843263612 48.187837079732084, 16.315324641158142 48.18766431166826, 16.32006103648982 48.18624554209384, 16.32020022265355 48.18627057440704, 16.320623489624374 48.18704096024555, 16.32028258127614 48.18941485154254, 16.32023155151314 48.189770077843356, 16.320122408474543 48.18998421443387, 16.319805539081855 48.189969274350474, 16.31946700972779 48.18997344180858), (16.31785003099348 48.18900826532538, 16.318358551684263 48.189141066558335, 16.31851762091682 48.18912159457506, 16.318921934600105 48.18901124568318, 16.31923119647468 48.18886998062375, 16.3194028548915 48.18873357812159, 16.319529476753576 48.18853673421812, 16.319484636552513 48.18845453481482, 16.319619483673318 48.188397792459625, 16.319726608982496 48.18822289805226, 16.319664354033648 48.18775667897602, 16.31952986973701 48.187320037221305, 16.31951675445644 48.1871198455137, 16.319551642294183 48.18694888880507, 16.319453347022737 48.18685817762367, 16.319344841148812 48.18681872641232, 16.31911916688864 48.186827056961036, 16.318925612348576 48.18690392047129, 16.31868709789751 48.18709885825689, 16.31847587532596 48.18733972018472, 16.318249664788663 48.187699630260454, 16.318269412746933 48.187775045348026, 16.31827650972304 48.18785278951786, 16.318132979462753 48.187933526537506, 16.317988756613108 48.18807002142842, 16.31769868261332 48.188376735089015, 16.317370167688544 48.18860780849464, 16.317078127161952 48.18875911687089, 16.31705134203347 48.18881550010947, 16.317112659899404 48.188845817524985, 16.317466891130394 48.18891503368175, 16.31785003099348 48.18900826532538), (16.315684961342825 48.18896671153433, 16.315532553294606 48.189032447467774, 16.315323971066366 48.18931963182452, 16.315251305451188 48.1894140477706, 16.31522508818532 48.18955652935305, 16.315280228382345 48.18963017159702, 16.31531281238845 48.18967401959282, 16.315435633471495 48.18980894050721, 16.315688917972455 48.18983961953203, 16.315923918103774 48.18975029066982, 16.316379221553266 48.189660999390846, 16.31687819860802 48.18966389443565, 16.317352540002897 48.18973704305192, 16.317378286369006 48.18957910331534, 16.31727680187817 48.189489716298596, 16.317191465427015 48.189414383805115, 16.31707160082893 48.18930869330965, 16.316519874740134 48.18903318222603, 16.31604406886856 48.18894485379876, 16.315684961342825 48.18896671153433)))",Auer-Welsbac*,L,Auer-Welsbach-Park,Auer-Welsbach-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,23,1,2632.72196741,104124.94443085,
OEFFGRUENFLOGD.2627,2627,"POLYGON ((16.334182289902703 48.18633826775035, 16.333675775081733 48.18709818798243, 16.333471893255986 48.18702736157561, 16.33370295996007 48.186715694699366, 16.333333124331254 48.18659315320468, 16.33328055399002 48.18657628956134, 16.333674736228744 48.18632308190259, 16.333825112934278 48.186173853652505, 16.334182289902703 48.18633826775035))",Ignaz-Kurand*,L,Ignaz-Kuranda-Park,Ignaz-Kuranda-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,276.19610351,2858.91388662,
OEFFGRUENFLOGD.2628,2628,"POLYGON ((16.335213527262663 48.18764398858386, 16.335209519333603 48.187650171412685, 16.33537205036642 48.18770441360488, 16.335170843930047 48.18815098280946, 16.334922856351113 48.18806723081255, 16.33437092246173 48.18788117578424, 16.33427195155712 48.18784969784331, 16.334470456760094 48.187545898033484, 16.334553979082834 48.1874202742647, 16.335213527262663 48.18764398858386))",Sechshauser *,L,Sechshauser Park,Sechshauser Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,1,248.02150681,3701.77398513,
OEFFGRUENFLOGD.2629,2629,"POLYGON ((16.253373510494 48.19951533844403, 16.252910699153915 48.19974152145492, 16.252838706469433 48.199673738569714, 16.25290625527878 48.19958160683301, 16.253154282105275 48.19938112456146, 16.253373510494 48.19951533844403))",Franz-Schimo*,L,Franz-Schimon-Park,Franz-Schimon-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,114.29678291,675.60440281,
OEFFGRUENFLOGD.2630,2630,"POLYGON ((16.25777562284767 48.19414580539705, 16.257567414001443 48.19431597283849, 16.257330648583604 48.19442148139469, 16.257030377677683 48.194543808113046, 16.256955853057555 48.19454825343235, 16.256823838921935 48.194412701717226, 16.257194618075093 48.19427496728399, 16.258006809781577 48.193902021009436, 16.25777562284767 48.19414580539705))",Max-Mell-Park,L,Max-Mell-Park,Max-Mell-Park,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,232.17379581,1575.5534731,
OEFFGRUENFLOGD.2631,2631,"POLYGON ((16.26115892490867 48.193549587336214, 16.261175413286683 48.193574054316045, 16.261175057991604 48.1935741907817, 16.26111759646815 48.193592983355856, 16.260365473936442 48.19384064699667, 16.26007567670644 48.19398041299138, 16.259696393405278 48.19420836498877, 16.259582563320667 48.19416697698829, 16.259545246038776 48.193663892570804, 16.26008855366422 48.193276419575845, 16.260008615377412 48.193216786425744, 16.26005360443653 48.193172412061365, 16.25987981263557 48.1930694366816, 16.260006112591704 48.192995888191966, 16.260508585051554 48.19265784897121, 16.260967083590582 48.19230488327876, 16.261252230070827 48.192026560216036, 16.261494641440557 48.192095291359294, 16.26200053987988 48.192164754277485, 16.2619562835267 48.19263237451769, 16.261970837912394 48.19263254758468, 16.261959786320244 48.19264613284607, 16.261819846698565 48.19259172326958, 16.26164835502504 48.19259152235508, 16.261248172562375 48.19270754504394, 16.261132334827206 48.19282024482752, 16.260992515487022 48.19292855540511, 16.260632708906446 48.193147811503934, 16.260720876320203 48.193377376974475, 16.2609733469568 48.19337484433661, 16.26115892490867 48.193549587336214))",Hackinger-Sc*,L,Hackinger-Schloß-Park,Hackinger-Schloß-Park,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,752.71456837,15631.51567493,
OEFFGRUENFLOGD.2632,2632,"POLYGON ((16.258022581497293 48.19724049186817, 16.2561298903811 48.198139356783805, 16.255862174928517 48.19824034408814, 16.256463440625744 48.19791419540582, 16.257335385826895 48.1974822782698, 16.25789446106015 48.19719431440123, 16.258022581497293 48.19724049186817))",Promenade,L,Promenade,Promenade,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,396.9609386,1246.77064434,
OEFFGRUENFLOGD.2633,2633,"POLYGON ((16.3019993742245 48.185913325458195, 16.301947173384747 48.18591953238034, 16.301603281276044 48.185960421759, 16.30155279712009 48.1858095896922, 16.30155201061395 48.1858072404173, 16.301647756566695 48.185796953015355, 16.301878881428607 48.185772118891215, 16.301956303621203 48.1857637997905, 16.3019993742245 48.185913325458195))",Am Platz,L,Am Platz,Am Platz,1,100000000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,94.7484602,518.45951802,
OEFFGRUENFLOGD.2634,2634,"POLYGON ((16.260436654306723 48.19610671025621, 16.258186126508477 48.19716809488371, 16.258074380546425 48.19714413032558, 16.258079300127655 48.19709607649669, 16.25840711545479 48.196913623431996, 16.26027977706027 48.19595119197351, 16.260436654306723 48.19610671025621))",Promenade,L,Promenade,Promenade,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,446.99002458,3426.25198967,
OEFFGRUENFLOGD.2635,2635,"POLYGON ((16.261249509750886 48.195760159272446, 16.261155932634175 48.195802535585514, 16.260785820455638 48.195941969427864, 16.260527785060834 48.19606208461187, 16.260378183752426 48.19589814098334, 16.261076291697513 48.19553577737114, 16.261120308407115 48.19551416656336, 16.261249509750886 48.195760159272446))",Promenade,L,Promenade,Promenade,1,100000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,183.46912715,1613.51938172,
