FID,OBJECTID,SHAPE,NATNR,ARTBEZ,WISSBEZ,BEZ,ADRESSE,ND_TYP,OBJEKTART,SE_ANNO_CAD_DATA
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9b,1713431,POINT (16.360799736754473 48.19563770215884),656,Esche,Fraxinus excelsior,4,"4., Kettenbrückengasse 14",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9c,1713432,POINT (16.26397426058765 48.149416630854816),657,Rotföhre,Pinus sylvestris,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9d,1713433,POINT (16.26406341357475 48.14957146171104),657,Rotföhre,Pinus sylvestris,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9e,1713434,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6b9f,1713435,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba0,1713436,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba1,1713437,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba2,1713438,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba3,1713439,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba4,1713440,POINT (16.264202462946685 48.14931541925048),657,Abendländischer Lebensbaum,Thuja occidentalis,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba5,1713441,POINT (16.264202462946685 48.14931541925048),657,Fichte,Picea alba,23,"23., Valentingasse 20",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba6,1713442,POINT (16.258337790563218 48.13420470114389),659,Feldahorn,Acer campestre,23,"23., Ketzergasse 376-382",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba7,1713443,POINT (16.258337790563218 48.13420470114389),659,Bergahorn,Acer pseudoplatanus,23,"23., Ketzergasse 376-382",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba8,1713444,POINT (16.258898114506277 48.13424060273335),660,Pyramideneiche,"Quercus robur ""Fastigiata""",23,"23., Ketzergasse 376-382",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6ba9,1713445,POINT (16.258816569381146 48.13352072113985),661,Stieleiche,Quercus robur,23,"23., Ketzergasse 376-382",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6baa,1713446,POINT (16.277059877082465 48.17692900378393),663,Stieleiche,Quercus robur,13,"13., Jagdschloßgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bab,1713447,POINT (16.34254092028279 48.22936346048453),664,Stieleiche,Quercus robur,18,"18., Weimarer Straße 46",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bac,1713448,POINT (16.352935708306962 48.24430807865934),665,Platane,Platanus acerifolia,19,"19., Nußwaldgasse 20",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bad,1713449,POINT (16.318529298999824 48.241010255731155),666,Schwarzkiefer,Pinus nigra,18,"18., Wilbrandtgasse 35",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bae,1713450,POINT (16.28635627401294 48.16575170233624),669,Eibe,Taxus baccata,13,"13., Gallgasse 42",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6baf,1713451,POINT (16.34236189935212 48.254830140011286),671,Stieleiche,Quercus robur,19,"19., Straßergasse 2",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb0,1713452,POINT (16.376389475059153 48.222582828724356),674,Roßkastanienallee,Aesculus hippocastanum,2,"2., Obere Augartenstraße -",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb1,1713453,POINT (16.37750851636303 48.22173752047907),674,Roßkastanienallee,Aesculus hippocastanum,2,"2., Obere Augartenstraße -",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb2,1713454,POINT (16.379037353506973 48.22062261273427),674,Roßkastanienallee,Aesculus hippocastanum,2,"2., Obere Augartenstraße -",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb3,1713455,POINT (16.379841446630863 48.219827670589225),674,Roßkastanienallee,Aesculus hippocastanum,2,"2., Obere Augartenstraße -",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb4,1713456,POINT (16.46293045933796 48.16103752903),675,Stieleiche,Quercus robur,11,"11., Schmidgunstgasse 21",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb5,1713457,POINT (16.284678491637024 48.17467643445667),676,Stieleiche,Quercus robur,13,"13., Lainzer Straße 157-165",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb6,1713458,POINT (16.354440740097733 48.25648071189597),677,Stieleiche,Quercus robur,19,"19., Springsiedelgasse 30",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb7,1713459,POINT (16.29183916130006 48.17040635126615),679,Säulenwacholder,Juniperus chinensis,13,"13., Feldkellergasse 13",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb8,1713460,POINT (16.291948479334376 48.17039020543397),679,Säulenwacholder,Juniperus chinensis,13,"13., Feldkellergasse 13",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bb9,1713461,POINT (16.259339446039238 48.152445722529045),680,Speierling,Sorbus domestica,23,"23., Kroisberggasse 34",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bba,1713462,POINT (16.257574173041043 48.134887495465875),681,Eibe,Taxus baccata,23,"23., Willergasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bbb,1713463,POINT (16.260343227052235 48.15083128024567),683,Trompetenbaum,Catalpa bignonioides,23,"23., Kaserngasse 20",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bbc,1713464,POINT (16.357347466279897 48.19001626451439),685,Winterlinde,Tilia cordata,5,"5., Margaretenstraße 89",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bbd,1713465,POINT (16.275280262407637 48.150337792545265),687,Morgenländische Platane,Platanus orientalis,23,"23., Endresstraße 80",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bbe,1713466,POINT (16.275631887953608 48.15017807708569),687,Schwarzkiefer,Pinus nigra,23,"23., Endresstraße 80",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bbf,1713467,POINT (16.276103122513415 48.1500165344815),687,Esche,Fraxinus excelsior,23,"23., Endresstraße 80",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc0,1713468,POINT (16.301993537255353 48.225916158391456),688,Baumhasel,Corylus colurna,17,"17., Braungasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc1,1713469,POINT (16.5193042311112 48.224858099965566),689,Himmelteich mit Umgebug,-,22,"22., Niklas-Eslarn-Straße 23",Gewässer,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc2,1713470,POINT (16.277179933344755 48.179877508174634),690,Blutbuche,Fagus sylvatica Atropurpurea,13,"13., Nothartgasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc3,1713471,POINT (16.34627893181379 48.24454070264352),691,Ginkgo,Ginkgo biloba,19,"19., Rudolfinergasse 18",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc4,1713472,POINT (16.34334910579572 48.227792122785075),692,Hainbuche,Carpinus betulus,18,"18., Rieglergasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc5,1713473,POINT (16.34342584832214 48.22795381548088),692,Blutbuche,Fagus sylvatica Atropurpurea,18,"18., Rieglergasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc6,1713474,POINT (16.343719665465525 48.227911978134365),692,Südlicher Zürgelbaum,Celtis australis,18,"18., Rieglergasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc7,1713475,POINT (16.343748251923373 48.22735610720451),692,Feldahorn,Acer campestre,18,"18., Rieglergasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc8,1713476,POINT (16.34392503562288 48.22775818086158),692,Südlicher Zürgelbaum,Celtis australis,18,"18., Rieglergasse -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bc9,1713477,POINT (16.323304259943907 48.248447243785655),693,Sommerlinde,Tilia platyphyllos,19,"19., Nottebohmstraße 40",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bca,1713478,POINT (16.292218975778233 48.22832355550642),694,Riesenmammutbaum,Sequoiadendron giganteum,17,"17., Heuberggasse 11 + 11A",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bcb,1713479,POINT (16.292257901079733 48.22844974480379),694,Riesenmammutbaum,Sequoiadendron giganteum,17,"17., Heuberggasse 11 + 11A",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bcc,1713480,POINT (16.292436660583345 48.228591275730196),694,Riesenmammutbaum,Sequoiadendron giganteum,17,"17., Heuberggasse 11 + 11A",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bcd,1713481,POINT (16.292617292333563 48.22874827536727),694,Riesenmammutbaum,Sequoiadendron giganteum,17,"17., Heuberggasse 11 + 11A",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bce,1713482,POINT (16.41602199003604 48.320399096677605),695,"4 ""Schanzen""",-,21,"21., Bisamberg -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bcf,1713483,POINT (16.421277718939045 48.32086629163002),695,"4 ""Schanzen""",-,21,"21., Bisamberg -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd0,1713484,POINT (16.419043743820055 48.31649370556857),695,"4 ""Schanzen""",-,21,"21., Bisamberg -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd1,1713485,POINT (16.42524410518282 48.31385374441195),695,"4 ""Schanzen""",-,21,"21., Bisamberg -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd2,1713486,POINT (16.28646682989417 48.18866920816587),696,Winterlinde,Tilia cordata,13,"13., Kremsergasse 15",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd3,1713487,POINT (16.46633011394494 48.2357392933408),697,Stieleiche,Quercus robur,22,"22., Hirschstettner Straße 91",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd4,1713488,POINT (16.362218589573466 48.223505122741265),698,Platane,Platanus x hybrida,9,"9., Porzellangasse 48",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd5,1713489,POINT (16.39370133006148 48.172059639971785),701,Stieleiche,Quercus robur,10,"10., Puchsbaumgasse 2",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd6,1713490,POINT (16.35900788507363 48.21673068830997),702,Blauglockenbaum,Paulownia tomentosa,9,"9., Währinger Straße 5-7",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd7,1713491,POINT (16.247264176383155 48.22103820090295),703,Eichen-Hainbuchenbestand samt Umgebung,Quercus,14,"14., Karl Bekehrty-Straße -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd8,1713492,POINT (16.404999447930727 48.16475402853393),704,Abbauwand der ehemaligen Rudolfsziegelöfe,-,10,"10., Laaer Berg/Löwy-Grube -",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bd9,1713493,POINT (16.298613430540247 48.18519657255382),705,Baumhasel,Corylus colurna,13,"13., Altgasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bda,1713494,POINT (16.27421458792122 48.21337531470573),709,Zerreiche,Quercus cerris,14,"14., Steinhofgründe -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bdb,1713495,POINT (16.345381629203057 48.22477035478114),710,Rosskastanie,Aesculus hippocastanum,18,"18., Schulgasse 19",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bdc,1713496,POINT (16.287799941933702 48.25241619401805),711,Douglastanne,Pseudotsuga menziesii,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bdd,1713497,POINT (16.287803232681988 48.25249659417116),711,Schwarzkiefer,Pinus nigra var. Austriaca,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bde,1713498,POINT (16.287896228418514 48.252411558007935),711,Douglastanne,Pseudotsuga menziesii,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bdf,1713499,POINT (16.28789977060211 48.25236794271076),711,Lebensbaum,Thuja spec.,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be0,1713500,POINT (16.287906551849225 48.252459855558804),711,Douglastanne,Pseudotsuga menziesii,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be1,1713501,POINT (16.287972096098887 48.252354123570484),711,Orientalische Fichte,Picea orientalis,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be2,1713502,POINT (16.288047779374185 48.252349568734495),711,Orientalische Fichte,Picea orientalis,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be3,1713503,POINT (16.288066820283532 48.25243582101383),711,Douglastanne,Pseudotsuga menziesii,19,"19., Keylwerthgasse 15",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be4,1713504,POINT (16.48320835071207 48.1627578915201),712,Baumbestand d. ehem. Baumschule Albern,-,11,"11., Mannswörther Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be5,1713505,POINT (16.48358791130592 48.162644179674814),712,Baumbestand d. ehem. Baumschule Albern,-,11,"11., Mannswörther Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be6,1713506,POINT (16.478204971925333 48.16122660076),712,Baumbestand d. ehem. Baumschule Albern,-,11,"11., Mannswörther Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be7,1713507,POINT (16.482340797707508 48.16305199978585),712,Baumbestand d. ehem. Baumschule Albern,-,11,"11., Mannswörther Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be8,1713508,POINT (16.33416723994983 48.23174708620903),713,nicht definiert,,18,"18., Türkenschanzstraße 17",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6be9,1713509,POINT (16.40942869859507 48.21466742205005),714,Stieleiche,Quercus robur,2,"2., Messegelände -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bea,1713510,POINT (16.284682939297912 48.193613090905494),715,Bergulme,Ulmus glabra,14,"14., Baumgartenstraße 11",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6beb,1713511,POINT (16.252255101237314 48.131039533696935),716,Mizzi Langer-Wand,-,23,"23., Rodaun/Zugberg -",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bec,1713512,POINT (16.354830950471484 48.186833899902275),717,Rosskastanie,Aesculus hippocastanum,5,"5., Arbeitergasse 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bed,1713513,POINT (16.47034416993926 48.1865880928918),718,Toter Grund ehemaliger Donaualtarm,-,22,"22., Donauinsel -",Gewässer,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bee,1713514,POINT (16.227167437589113 48.21942191971374),719,Salzwiese,-,14,"14., Hüttergasse -",Wiese,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bef,1713515,POINT (16.293197532696276 48.17982570069667),721,Edelkastanie,Castanea sativa,13,"13., Hanselmayergasse 20-22",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf0,1713516,POINT (16.293463747129184 48.17986950708569),721,Edelkastanie,Castanea sativa,13,"13., Hanselmayergasse 20-22",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf1,1713517,POINT (16.26142174356582 48.15194095143811),722,Blutbuche,Fagus sylvatica Atropurpurea,23,"23., Kaserngasse 8",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf2,1713518,POINT (16.261528514705205 48.15189974149875),722,Blutbuche,Fagus sylvatica Atropurpurea,23,"23., Kaserngasse 8",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf3,1713519,POINT (16.261657746351844 48.15184721444519),722,Blutbuche,Fagus sylvatica Atropurpurea,23,"23., Kaserngasse 8",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf4,1713520,POINT (16.261809432897245 48.151787147387815),722,Blutbuche,Fagus sylvatica Atropurpurea,23,"23., Kaserngasse 8",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf5,1713521,POINT (16.374348942349613 48.207499512788054),726,Morgenländische Platane,Platanus orientalis,1,"1., Singerstraße 11",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf6,1713522,POINT (16.3375981004584 48.23719021502401),728,Serbische Fichte,Picea omorica,19,"19., Gregor-Mendel-Straße 35",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf7,1713523,POINT (16.344963975692483 48.233213012008505),729,Hängebuche,Fagus sylvatica 'Pendula',18,"18., Hasenauerstraße 13",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf8,1713524,POINT (16.341964043536144 48.19990389405412),730,Biedermeiergarten,-,7,"7., Seidengasse 31",Objekt kulturhistorischer Bedeutung,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bf9,1713525,POINT (16.342232969685185 48.203432373977364),731,Rosskastanie,Aesculus hippocastanum,7,"7., Halbgasse 8",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bfa,1713526,POINT (16.33546989337539 48.257662787823826),733,Rotbuche,Fagus sylvatica,19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bfb,1713527,POINT (16.335584900399738 48.258100214850714),733,Rotbuche,Fagus sylvatica,19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bfc,1713528,POINT (16.33543163741041 48.258289429719625),733,Hängebuche,Fagus sylvatica 'Pendula',19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bfd,1713529,POINT (16.3356986959452 48.25869888873921),733,Hängebuche,Fagus sylvatica 'Pendula',19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bfe,1713530,POINT (16.335171433848107 48.258827577398215),733,Sommerlinde,Tilia platyphyllos,19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6bff,1713531,POINT (16.335187725936755 48.259037027770596),733,Abendländischer Lebensbaum,Thuja occidentalis,19,"19., Cobenzlgasse 33",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c00,1713532,POINT (16.346265216892824 48.21532085382984),734,Platane,Platanus x hybrida,9,"9., Alser Straße -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c01,1713533,POINT (16.34015807505048 48.261626984817944),735,Sommerlinde,Tilia platyphyllos,19,"19., Schreiberweg 114",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c02,1713534,POINT (16.463367487901422 48.161211066392944),736,Eibe,Taxus baccata,11,"11., Schmidgunstgasse 25",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c03,1713535,POINT (16.463864258267044 48.15983669942335),737,Sommerlinde,Tilia platyphyllos,11,"11., Kaiser-Ebersdorfer Straße 288",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c04,1713536,POINT (16.347515187137038 48.194743338873906),742,Schwarzer Maulbeerbaum,Morus nigra,6,"6., Hirschengasse 18(SCHULE)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c05,1713575,POINT (16.331434072335853 48.24783381038791),773,Kornelkirsche,Cornus mas,19,"19., Sieveringer Straße 58",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c06,1713537,POINT (16.415491226407514 48.129275014758505),745,"Trockenrasen ""Hohlweg am Johannesberg""",-,10,"10., Am Johannesberg -",Wiese,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c07,1713538,POINT (16.415491226407514 48.129275014758505),745,Hohlweg am Johannesberg,-,10,"10., Am Johannesberg -",Wiese,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c08,1713539,POINT (16.274442923735236 48.18929354181682),748,Esche,Fraxinus excelsior,13,"13., Premreinergasse 14-18",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c09,1713540,POINT (16.273924201352287 48.18916232056272),749,Rosskastanie,Aesculus hippocastanum,13,"13., Premreinergasse 14-18",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0a,1713541,POINT (16.27101193982799 48.14576972717988),750,Riesenlebensbaum,Thuja plicata,23,"23., Haymogasse 53",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0b,1713542,POINT (16.27103879328845 48.14578772902912),750,Riesenlebensbaum,Thuja plicata,23,"23., Haymogasse 53",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0c,1713543,POINT (16.398622144317176 48.135269952072164),751,Rosskastanie,Aesculus hippocastanum,10,"10., Leopoldsdorfer Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0d,1713544,POINT (16.398745862790776 48.135252437673465),751,Rosskastanie,Aesculus hippocastanum,10,"10., Leopoldsdorfer Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0e,1713545,POINT (16.398719450143442 48.13518716044672),751,Rosskastanie,Aesculus hippocastanum,10,"10., Leopoldsdorfer Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c0f,1713546,POINT (16.398615725931823 48.13518442894592),751,Rosskastanie,Aesculus hippocastanum,10,"10., Leopoldsdorfer Straße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c10,1713547,POINT (16.40511728708572 48.19167386536145),752,Donauprallhang,-,3,"3., Baumgasse ---",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c11,1713548,POINT (16.282617847995397 48.23120953834189),753,Feuchtbiotop,-,17,"17., Plachygasse -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c12,1713549,POINT (16.31666284087398 48.24263331151345),754,Schwarzkiefer,Pinus nigra ssp.nigra,19,"19., Glanzinggasse 37",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c13,1713550,POINT (16.379579050454637 48.207609862773865),756,Platane,Platanus x hybrida,1,"1., Dr. Karl Lueger-Platz -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c14,1713551,POINT (16.436845735615368 48.295733567130036),757,Fichten (Schlafplatz von Waldohreulen),Picea abies,21,"21., Stammersdorfer Friedhof ",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
