FID,SHAPE,BEZIRK,KREUZUNG,ANL_TYPE,ANL_NR,SE_SDO_ROWID,SE_ANNO_CAD_DATA
AKUSTISCHEAMPELOGD.292624,POINT (16.39703286796715 48.175244510242514),11,Geiselbergstr.-Gräßlplatz_Schlechtars,Verkehrslichtsignalanlage,V03018-01,292624,
AKUSTISCHEAMPELOGD.292625,POINT (16.354053977552915 48.20409483906637),7,Burgg.-Stiftg.,geregelter Fußgängerübergang,V07026-01,292625,
AKUSTISCHEAMPELOGD.292626,POINT (16.317266202016825 48.15115599513509),23,A.Baumgartner-Str.-Wohnparkstr.,Verkehrslichtsignalanlage,V23013-01,292626,
AKUSTISCHEAMPELOGD.292627,POINT (16.38284073515545 48.21378368587975),2,Praterstr.-Aspernbrückeng.,Verkehrslichtsignalanlage,V02026-01,292627,
AKUSTISCHEAMPELOGD.292628,POINT (16.362749216579275 48.228620148830835),9,Spittelauer Lände-Gusenbauerg.,geregelter Fußgängerübergang,V09056-01,292628,
AKUSTISCHEAMPELOGD.292630,POINT (16.333568989264275 48.211399512060495),16,Neulerchenf. Str.-Kirchstetterng.,Verkehrslichtsignalanlage,V16006-01,292630,
AKUSTISCHEAMPELOGD.292633,POINT (16.339292141445988 48.208428677770186),7,Lerchenf. Str.-Kaiserstr.,Verkehrslichtsignalanlage,V07030-01,292633,
AKUSTISCHEAMPELOGD.292634,POINT (16.417678696404046 48.1729888858782),11,Simmeringer Hptstr.-Dommesg.,Verkehrslichtsignalanlage,V11040-01,292634,
AKUSTISCHEAMPELOGD.292635,POINT (16.314140338232466 48.12660464051703),23,Ketzerg.-Bernhard -  Billesg.,Verkehrslichtsignalanlage,V23046-01,292635,
AKUSTISCHEAMPELOGD.292636,POINT (16.416244574167592 48.18978301385446),3,Erdbergstra¿e-Franzosengraben,Verkehrslichtsignalanlage,V03070-01,292636,
AKUSTISCHEAMPELOGD.292637,POINT (16.2625999911416 48.133604234020666),23,Ketzerg.-Pfitznerg.,geregelter Fußgängerübergang,V23075-01,292637,
AKUSTISCHEAMPELOGD.292638,POINT (16.373509567955523 48.175631023874786),10,Laxenburger Str.-Quellenpl.-Str.,Verkehrslichtsignalanlage,V10038-01,292638,
AKUSTISCHEAMPELOGD.292640,POINT (16.302004437508494 48.15441407945763),23,Breitenfurter Str.-ON 239,Verkehrslichtsignalanlage,V23033-01,292640,
AKUSTISCHEAMPELOGD.292641,POINT (16.318735684378726 48.19772159655922),15,Johnstr.-Meiselstr.,Verkehrslichtsignalanlage,V15041-01,292641,
AKUSTISCHEAMPELOGD.292643,POINT (16.35638568488458 48.21459880055261),9,Landesgerichtsstr.-Alser Str._Garnisong,Verkehrslichtsignalanlage,V09051-01,292643,
AKUSTISCHEAMPELOGD.292644,POINT (16.440514007879997 48.2561782172175),22,Eipeldauerstr.-Melang._Saikog,Verkehrslichtsignalanlage,V22051-01,292644,
AKUSTISCHEAMPELOGD.292646,POINT (16.311517315538914 48.217213624463675),16,Wilhelminenstr.-Heigerleinstr.,Verkehrslichtsignalanlage,V16057-01,292646,
AKUSTISCHEAMPELOGD.292647,POINT (16.333249255145656 48.188078161995485),15,Sechshauser Str.-Stiegerg.,Verkehrslichtsignalanlage,V15026-01,292647,
AKUSTISCHEAMPELOGD.292648,POINT (16.32592101469081 48.174152217111995),12,Ruckerg.-Hohenbergstr.,Verkehrslichtsignalanlage,V12006-01,292648,
AKUSTISCHEAMPELOGD.292649,POINT (16.37920281206517 48.187802580614324),4,Wiedner Gürtel-Mommseng.,Verkehrslichtsignalanlage,V04015-01,292649,
AKUSTISCHEAMPELOGD.292650,POINT (16.368055776137325 48.22608532631464),20,Brigittenauer Lände-Württembergg,Verkehrslichtsignalanlage,V20037-01,292650,
AKUSTISCHEAMPELOGD.292651,POINT (16.44941513946525 48.152568620835666),11,Simmeringer Hptstr.-Thürnlhofstr.,Verkehrslichtsignalanlage,V11016-01,292651,
AKUSTISCHEAMPELOGD.292653,POINT (16.29793301240438 48.12947880648899),23,Ketzerg.-Brunner Str.,Verkehrslichtsignalanlage,V23020-01,292653,
AKUSTISCHEAMPELOGD.292654,POINT (16.358841079396058 48.16632681417859),10,Raxstr.-Gußriegelstr.,Verkehrslichtsignalanlage,V10047-01,292654,
AKUSTISCHEAMPELOGD.292659,POINT (16.358788807885684 48.21245491002634),1,Reichsratsstr.-Grillparzerstr.,Verkehrslichtsignalanlage,V01055-01,292659,
AKUSTISCHEAMPELOGD.292619,POINT (16.400286414385423 48.15815540805333),10,Bitterlichstr.-Langsulzg.,geregelter Fußgängerübergang,V10083-01,292619,
AKUSTISCHEAMPELOGD.292620,POINT (16.319321577565834 48.1839310784621),12,Grünbergstr.-Schönbrunner Str.,Verkehrslichtsignalanlage,V12027-01,292620,
AKUSTISCHEAMPELOGD.292621,POINT (16.415431824817 48.1752297830874),11,Simmeringer Hptstr.-Gottschalkg.,Rot/Gelb Anlage,V11080-01,292621,
AKUSTISCHEAMPELOGD.292622,POINT (16.3573173899848 48.17773849412639),10,Triester Str.-Quellenstr.,Verkehrslichtsignalanlage,V10001-01,292622,
AKUSTISCHEAMPELOGD.292623,POINT (16.380993523914714 48.19901080449418),3,Neulinggasse-Salesianergasse,Verkehrslichtsignalanlage,V03042-01,292623,
AKUSTISCHEAMPELOGD.292410,POINT (16.37659156786369 48.18852694643339),4,Argentinierstr.-Weyringerg.,Verkehrslichtsignalanlage,V04030-01,292410,
AKUSTISCHEAMPELOGD.292411,POINT (16.330916101592262 48.187469029791565),15,Sechshauser Str.-Reindorfg.,Verkehrslichtsignalanlage,V15045-01,292411,
AKUSTISCHEAMPELOGD.292412,POINT (16.331595765944964 48.19167594774374),15,Mariahilfer Str.-Geibelg.,Verkehrslichtsignalanlage,V15009-01,292412,
AKUSTISCHEAMPELOGD.292414,POINT (16.390853416151618 48.18810789246276),3,Landstr. Gürtel-Ghegastr._A.-Blam.-G.,Verkehrslichtsignalanlage,V03040-01,292414,
AKUSTISCHEAMPELOGD.292417,POINT (16.34003478615351 48.20431596421655),7,Burgg.-Kaiserstr.,Verkehrslichtsignalanlage,V07012-01,292417,
AKUSTISCHEAMPELOGD.292418,POINT (16.335419256563362 48.209042506214914),16,Thaliastr.-Brunneng.,Verkehrslichtsignalanlage,V16029-01,292418,
AKUSTISCHEAMPELOGD.292419,POINT (16.36960559490351 48.202346137083175),1,Kärntner Ring-Kärntner Str.,Verkehrslichtsignalanlage,V01039-01,292419,
AKUSTISCHEAMPELOGD.292420,POINT (16.365859279530362 48.18964142857994),4,Wiedner Hauptstr.-Johann Strauß-G.,Verkehrslichtsignalanlage,V04010-01,292420,
AKUSTISCHEAMPELOGD.292421,POINT (16.394209133746546 48.2637800033682),21,Prager Str.-Galvanig.,Verkehrslichtsignalanlage,V21088-01,292421,
AKUSTISCHEAMPELOGD.292422,POINT (16.387415077394543 48.20126038456546),3,Ungarg.-Sechskrügelg.,Verkehrslichtsignalanlage,V03031-01,292422,
AKUSTISCHEAMPELOGD.292423,POINT (16.390103180334975 48.20331014996928),3,Landstraße Hauptstraße-Salmgasse,Verkehrslichtsignalanlage,V03064-01,292423,
AKUSTISCHEAMPELOGD.292424,POINT (16.39805041999674 48.206036757603535),2,Schüttelstr.-Rotundenbr._Wittelsbst,Verkehrslichtsignalanlage,V02012-01,292424,
AKUSTISCHEAMPELOGD.292426,POINT (16.395873434324667 48.19676813662707),3,Landstr. Hptstr.-Juchg._Apostelg.,Verkehrslichtsignalanlage,V03009-01,292426,
AKUSTISCHEAMPELOGD.292427,POINT (16.329700249444507 48.19591617122189),15,Felberstr.-Schweglerstr.,Verkehrslichtsignalanlage,V15022-01,292427,
AKUSTISCHEAMPELOGD.292429,POINT (16.357808557433525 48.208979445864074),1,Reichsratsstr.-Stadiong.,Verkehrslichtsignalanlage,V01017-01,292429,
AKUSTISCHEAMPELOGD.292430,POINT (16.498039611221785 48.216484252394594),22,Groß-Enzersdorfer-Straße-Saltenstraße,Verkehrslichtsignalanlage,V22094-01,292430,
AKUSTISCHEAMPELOGD.292432,POINT (16.319773524635867 48.184911408725846),12,Grünbergstr.-Schönbr. Schloßstr.,Verkehrslichtsignalanlage,V12028-01,292432,
AKUSTISCHEAMPELOGD.292433,POINT (16.29398451822852 48.145286624080335),23,Breitenfurter Str.-Knotzenbachg.,Verkehrslichtsignalanlage,V23045-01,292433,
AKUSTISCHEAMPELOGD.292435,POINT (16.368003847829105 48.20270803016412),1,Opernring-Operng.,Verkehrslichtsignalanlage,V01040-01,292435,
AKUSTISCHEAMPELOGD.292436,POINT (16.329591713298655 48.19368305340961),15,Avedikstr.-Grenzg.,Verkehrslichtsignalanlage,V15030-01,292436,
AKUSTISCHEAMPELOGD.292437,POINT (16.30378698993816 48.17034816365516),12,Elisabethallee-Graf Seilern-G.,Verkehrslichtsignalanlage,V12010-01,292437,
AKUSTISCHEAMPELOGD.292438,POINT (16.3528357459861 48.19324414497751),6,Hofmühlg.-Mollardg.,Verkehrslichtsignalanlage,V06001-01,292438,
AKUSTISCHEAMPELOGD.292440,POINT (16.33977514914905 48.24053661578484),19,Krottenbachstr.-Friedlg.,Verkehrslichtsignalanlage,V19010-01,292440,
AKUSTISCHEAMPELOGD.292441,POINT (16.45561377328554 48.266466507740724),21,Seyringer Straße-Lhotskyg.,Verkehrslichtsignalanlage,V21087-01,292441,
AKUSTISCHEAMPELOGD.292442,POINT (16.318422510691303 48.19621347270649),15,Johnstr.-Märzstr.,Verkehrslichtsignalanlage,V15011-01,292442,
AKUSTISCHEAMPELOGD.292443,POINT (16.348632972413633 48.2119421410084),8,Florianig.-Ledererg.,Verkehrslichtsignalanlage,V08010-01,292443,
AKUSTISCHEAMPELOGD.292445,POINT (16.317684224247085 48.185417448724216),,Schönbrunner Schloßstr.-U4 Verbindungsweg,geregelter Fußgängerübergang,V13036-01,292445,
AKUSTISCHEAMPELOGD.292446,POINT (16.27711675257498 48.19684549375245),14,Linzer Str.-Hochsatzeng.,Verkehrslichtsignalanlage,V14012-01,292446,
AKUSTISCHEAMPELOGD.292447,POINT (16.32743845390588 48.172298648065244),12,Breitenfurter Str.-Wienerbergstr.,Verkehrslichtsignalanlage,V12022-01,292447,
AKUSTISCHEAMPELOGD.292448,POINT (16.347958210483533 48.222576678181085),9,Währinger Gürtel-AKH-Ausfahrt,Verkehrslichtsignalanlage,V09046-01,292448,
AKUSTISCHEAMPELOGD.292450,POINT (16.31636349441614 48.19243543588793),14,Linzer Str.-Johnstr._Felberstr.,Verkehrslichtsignalanlage,V15023-01,292450,
AKUSTISCHEAMPELOGD.292451,POINT (16.35966635158444 48.22883638792507),9,Althanstr.-UNI-Ausfahrt,Verkehrslichtsignalanlage,V09038-01,292451,
AKUSTISCHEAMPELOGD.292452,POINT (16.367608974972722 48.213202058050875),1,Wipplingerstr.-Renng.,Verkehrslichtsignalanlage,V01044-01,292452,
AKUSTISCHEAMPELOGD.292453,POINT (16.388611966527613 48.18822980684786),3,Landstr. Gürtel-Kleistg.,Verkehrslichtsignalanlage,V03068-01,292453,
AKUSTISCHEAMPELOGD.292454,POINT (16.382815072419326 48.20657176576299),3,Vordere Zollamtsstr.-Landstr. Hptstr.,Verkehrslichtsignalanlage,V03005-01,292454,
AKUSTISCHEAMPELOGD.292455,POINT (16.299537773043692 48.18855072466427),13,Hietzinger Kai-Dommayerg._Badhaussteg,geregelter Fußgängerübergang,V13021-01,292455,
AKUSTISCHEAMPELOGD.292456,POINT (16.33767115098111 48.19519463334487),15,Mariahilfer Str.-Gerstnerstr._Palmg.,Verkehrslichtsignalanlage,V15057-01,292456,
AKUSTISCHEAMPELOGD.292457,POINT (16.41377575833232 48.18755402173609),3,Franzosengraben-Baumg.,Verkehrslichtsignalanlage,V03072-01,292457,
AKUSTISCHEAMPELOGD.292458,POINT (16.41549432906043 48.25832567028306),21,"Angyalföldstr.-FG bei Km  9,3",Verkehrslichtsignalanlage,V21085-01,292458,
AKUSTISCHEAMPELOGD.292459,POINT (16.31857292278193 48.15872856397102),12,Altmannsdorfer Str.-Autobahn A23_Alter Ast,Verkehrslichtsignalanlage,V12043-01,292459,
AKUSTISCHEAMPELOGD.292461,POINT (16.383205529819897 48.16209374218792),10,Altes Landgut-Lehmg.,Verkehrslichtsignalanlage,V10017-01,292461,
AKUSTISCHEAMPELOGD.292463,POINT (16.31482638723071 48.17155210708645),12,Altmannsdorfer Str.-Edelsinnstrasse,Verkehrslichtsignalanlage,V12081-01,292463,
AKUSTISCHEAMPELOGD.292464,POINT (16.367254599518315 48.26033538549033),19,Heiligenst. Str.-Nußdorfer Pl.,Verkehrslichtsignalanlage,V19009-01,292464,
AKUSTISCHEAMPELOGD.292465,POINT (16.36464115293468 48.15447235914921),10,Laxenburger Str.-Soeserg.,Verkehrslichtsignalanlage,V10015-01,292465,
AKUSTISCHEAMPELOGD.292466,POINT (16.307019623978384 48.198980527995744),14,Hütteldorfer Str.-Kendlerstr.,Verkehrslichtsignalanlage,V14021-01,292466,
AKUSTISCHEAMPELOGD.292467,POINT (16.35940263373955 48.19667788165971),4,Rechte Wienzeile-Kettenbrückeng.,Verkehrslichtsignalanlage,V04035-01,292467,
AKUSTISCHEAMPELOGD.292468,POINT (16.35317885725174 48.23334086977031),19,Döblinger Hptstr.-Glatzg./Billrothstr.,Verkehrslichtsignalanlage,V19002-01,292468,
AKUSTISCHEAMPELOGD.292469,POINT (16.417959125278305 48.212821530143444),2,Vorgartenstr.-ON 208,geregelter Fußgängerübergang,V02076-01,292469,
AKUSTISCHEAMPELOGD.292471,POINT (16.32416202556931 48.16163906271828),12,Am Schöpfwerk-An d.Eisteichen,Verkehrslichtsignalanlage,V12060-01,292471,
AKUSTISCHEAMPELOGD.292472,POINT (16.435761325762886 48.26302135687247),21,Leopoldauer Platz-Siemensstr.,Verkehrslichtsignalanlage,V21016-01,292472,
AKUSTISCHEAMPELOGD.292474,POINT (16.342430940055067 48.21720034845845),9,Währinger Gürtel-Lazarettg.,Verkehrslichtsignalanlage,V09045-01,292474,
AKUSTISCHEAMPELOGD.292476,POINT (16.354069886122065 48.19301634004094),6,Linke Wienzeile-Pilgrambrücke,Verkehrslichtsignalanlage,V06028-01,292476,
AKUSTISCHEAMPELOGD.292478,POINT (16.396683569527436 48.25822861224254),21,Prager Str.-Am Spitz_Flor.Hpt.Str.,Verkehrslichtsignalanlage,V21002-01,292478,
AKUSTISCHEAMPELOGD.292479,POINT (16.282412233379656 48.13498655122045),23,Liesinger Pl.-,Verkehrslichtsignalanlage,V23021-01,292479,
AKUSTISCHEAMPELOGD.292481,POINT (16.44968814695765 48.23124019797443),22,Erzherzog Karl-Str.-Polgarstr.,Verkehrslichtsignalanlage,V22004-01,292481,
AKUSTISCHEAMPELOGD.292482,POINT (16.374876928441815 48.21333678708628),1,Franz Josefs-Kai-Morzinplatz_M.Aurel St,Verkehrslichtsignalanlage,V01054-01,292482,
AKUSTISCHEAMPELOGD.292483,POINT (16.32545874018742 48.21309462575483),16,Johann Nepomuk Berger Platz-,Verkehrslichtsignalanlage,V16025-01,292483,
AKUSTISCHEAMPELOGD.292484,POINT (16.294873102175316 48.18945458560497),13,Hietzinger Kai-ON 17,geregelter Fußgängerübergang,V13010-01,292484,
AKUSTISCHEAMPELOGD.292485,POINT (16.33656099478843 48.20618832910108),16,Lerchenf. Gürtel-Koppstr.,Verkehrslichtsignalanlage,V16031-01,292485,
AKUSTISCHEAMPELOGD.292486,POINT (16.315150166110193 48.20687160900229),16,Gablenzg.-Zagorskig.,Verkehrslichtsignalanlage,V16036-01,292486,
AKUSTISCHEAMPELOGD.292487,POINT (16.49761940945745 48.251210032380285),22,Breitenleer Str.-Hausfeldstr._Oleanderg.,Verkehrslichtsignalanlage,V22068-01,292487,
AKUSTISCHEAMPELOGD.292488,POINT (16.366797235139526 48.25474740523167),19,Grinzinger Strasse-Boschgasse,Verkehrslichtsignalanlage,V19026-01,292488,
AKUSTISCHEAMPELOGD.292489,POINT (16.40034615711205 48.22322997670424),2,Lassallestr.-Radingerstr.,Verkehrslichtsignalanlage,V02056-01,292489,
AKUSTISCHEAMPELOGD.292490,POINT (16.33002330344145 48.2098663947295),16,Thaliastr.-Haberlg.,Verkehrslichtsignalanlage,V16003-01,292490,
AKUSTISCHEAMPELOGD.292491,POINT (16.36603415043256 48.17881970635129),10,Neilreichg.-Gudrunstr.,Verkehrslichtsignalanlage,V10035-01,292491,
AKUSTISCHEAMPELOGD.292492,POINT (16.382905119669374 48.17143842776389),10,Laaer-Berg-Strasse-Kennerg._Steudlg.,Verkehrslichtsignalanlage,V10050-01,292492,
AKUSTISCHEAMPELOGD.292285,POINT (16.383431983231777 48.1598453256459),10,Altes Landgut-Favoritenstr.,Verkehrslichtsignalanlage,V10019-01,292285,
AKUSTISCHEAMPELOGD.292287,POINT (16.382858144566185 48.21137025109888),1,Franz Josefs-Kai-Stubenring_J. Raab-Pl.,Verkehrslichtsignalanlage,V01025-01,292287,
AKUSTISCHEAMPELOGD.292288,POINT (16.339712159280868 48.20604663088122),7,Neustiftg.-Kaiserstr.,Verkehrslichtsignalanlage,V07009-01,292288,
AKUSTISCHEAMPELOGD.292290,POINT (16.37771321947822 48.20446256479351),1,Parkring-Weihburgg.,Verkehrslichtsignalanlage,V01022-01,292290,
AKUSTISCHEAMPELOGD.292291,POINT (16.276636489465645 48.1920634043676),13,Hietzinger Kai-ON 143,geregelter Fußgängerübergang,V13039-01,292291,
AKUSTISCHEAMPELOGD.292292,POINT (16.40508343954471 48.27736845059931),21,Jedlersd. Str.-Frauenstiftg.,Verkehrslichtsignalanlage,V21017-01,292292,
AKUSTISCHEAMPELOGD.292294,POINT (16.368786958892564 48.239332077367884),20,Adalbert Stifter Str.-Dietmayerg.,Verkehrslichtsignalanlage,V20005-01,292294,
AKUSTISCHEAMPELOGD.292295,POINT (16.350000610502985 48.22600177793742),9,Währinger Gürtel-Sechsschimmelg.,Verkehrslichtsignalanlage,V09042-01,292295,
AKUSTISCHEAMPELOGD.292297,POINT (16.327238892162274 48.2349550304594),18,Gersthofer Str.-Türkenschanzpl.,Verkehrslichtsignalanlage,V18015-01,292297,
AKUSTISCHEAMPELOGD.292298,POINT (16.361749945227135 48.21806829899401),9,Liechtensteinstr.-Bergg.,Verkehrslichtsignalanlage,V09013-01,292298,
AKUSTISCHEAMPELOGD.292299,POINT (16.5261292581288 48.21418377861861),22,Eßlinger Hauptstr.-Grosserweg,Verkehrslichtsignalanlage,V22055-01,292299,
AKUSTISCHEAMPELOGD.292300,POINT (16.264941094483532 48.19388323983714),13,Hackinger Kai-Zufferbrücke,geregelter Fußgängerübergang,V13007-01,292300,
AKUSTISCHEAMPELOGD.292301,POINT (16.391320333573162 48.25029845565989),21,Floridsdorfer Brücke-Auffahrt A22,Verkehrslichtsignalanlage,V21007-01,292301,
AKUSTISCHEAMPELOGD.292302,POINT (16.472956055333828 48.20189529274854),22,Biberhaufenweg-Ulanenweg,Verkehrslichtsignalanlage,V22096-01,292302,
AKUSTISCHEAMPELOGD.292304,POINT (16.36987226740745 48.22022007432399),2,Obere Donaustr.-Rembrandtstr.,Verkehrslichtsignalanlage,V02042-01,292304,
AKUSTISCHEAMPELOGD.292305,POINT (16.39063623524005 48.19358371423706),3,Rennweg-Kleistg.,Verkehrslichtsignalanlage,V03037-01,292305,
AKUSTISCHEAMPELOGD.292306,POINT (16.404739475970693 48.1932878393615),3,Schlachthausg.-Baumg.,Verkehrslichtsignalanlage,V03034-01,292306,
AKUSTISCHEAMPELOGD.292307,POINT (16.212597536530755 48.20918523240082),14,Hauptstr.-Josef-Palme-Pl.,Verkehrslichtsignalanlage,V14002-01,292307,
AKUSTISCHEAMPELOGD.292308,POINT (16.379817543253623 48.17036044913387),10,Favoritenstr.-Kennerg._Inzersd.Str.,Verkehrslichtsignalanlage,V10051-01,292308,
AKUSTISCHEAMPELOGD.292310,POINT (16.335341352885234 48.21786997254643),17,Jörgerstr.-Bergsteigg.,Verkehrslichtsignalanlage,V17006-01,292310,
AKUSTISCHEAMPELOGD.292311,POINT (16.326959171616117 48.18002544883982),12,Ruckerg.-Tivolig.,Verkehrslichtsignalanlage,V12008-01,292311,
AKUSTISCHEAMPELOGD.292312,POINT (16.344696115505602 48.18891533071252),6,Linke Wienzeile-Morizg.,Verkehrslichtsignalanlage,V06004-01,292312,
AKUSTISCHEAMPELOGD.292313,POINT (16.383455248441095 48.233474666569265),20,Dresdner Str.-Traiseng.,Verkehrslichtsignalanlage,V20020-01,292313,
AKUSTISCHEAMPELOGD.292314,POINT (16.402876560822968 48.272350874642655),21,Lundenburgerg.-Ignaz-Köckstr.,Verkehrslichtsignalanlage,V21094-01,292314,
AKUSTISCHEAMPELOGD.292316,POINT (16.379159930050434 48.212565462909254),2,Obere Donaustr.-Schwedenbr._Taborstr.,Verkehrslichtsignalanlage,V02038-01,292316,
AKUSTISCHEAMPELOGD.292317,POINT (16.378732231853725 48.21164182125681),1,Franz Josefs-Kai-Schwedenplatz_-Brücke,Verkehrslichtsignalanlage,V01029-01,292317,
AKUSTISCHEAMPELOGD.292318,POINT (16.361212165255814 48.18409423851084),5,Wiedner Hauptstr.-Ramperstorfferg.,Verkehrslichtsignalanlage,V05035-01,292318,
AKUSTISCHEAMPELOGD.292319,POINT (16.529698670040286 48.212667413752364),22,Eßlinger Hauptstr.-Schafflerhofstr.,Verkehrslichtsignalanlage,V22064-01,292319,
AKUSTISCHEAMPELOGD.292321,POINT (16.36198799855464 48.205236637223),1,Burgring-Burgtor,Verkehrslichtsignalanlage,V01015-01,292321,
AKUSTISCHEAMPELOGD.292324,POINT (16.374630078550393 48.21611417105355),2,Obere Donaustr.-Floßg.,geregelter Fußgängerübergang,V02024-01,292324,
AKUSTISCHEAMPELOGD.292325,POINT (16.321618924633565 48.148109306382345),23,Altmannsdorfer Str.-Rossakg.,geregelter Fußgängerübergang,V23010-01,292325,
AKUSTISCHEAMPELOGD.292161,POINT (16.2927007965118 48.172649963322314),13,Fasangarteng.-Wattmanng.,geregelter Fußgängerübergang,V13026-01,292161,
AKUSTISCHEAMPELOGD.292163,POINT (16.3493994017395 48.1687278795647),10,Triester Str.-Wienerbergstr.,Verkehrslichtsignalanlage,V10005-01,292163,
AKUSTISCHEAMPELOGD.292164,POINT (16.338052029061522 48.20092053098687),7,Neubaugürtel-von Märzstr.,Verkehrslichtsignalanlage,V07033-01,292164,
AKUSTISCHEAMPELOGD.292166,POINT (16.303998959599152 48.18824511854563),14,Hadikg.-Kennedybr._Nisselg.,Verkehrslichtsignalanlage,V14003-01,292166,
AKUSTISCHEAMPELOGD.292167,POINT (16.363505619499797 48.23082195286867),20,Brigittenauer Lände-Gerhardusg.,Verkehrslichtsignalanlage,V20027-01,292167,
AKUSTISCHEAMPELOGD.292168,POINT (16.44037834044691 48.25018917177086),22,Donaufelder Str.-A.Sattler-G.,Verkehrslichtsignalanlage,V22039-01,292168,
AKUSTISCHEAMPELOGD.292169,POINT (16.402199217593537 48.2018740015984),3,Erdberger Lände-Haidingerg.,geregelter Fußgängerübergang,V03055-01,292169,
AKUSTISCHEAMPELOGD.292170,POINT (16.379938939492064 48.214062538532744),2,Taborstr.-Gredlerstr.,Verkehrslichtsignalanlage,V02051-01,292170,
AKUSTISCHEAMPELOGD.292171,POINT (16.316617617827667 48.20345837832316),15,Possingerg.-Auf d. Schmelz,geregelter Fußgängerübergang,V15029-01,292171,
AKUSTISCHEAMPELOGD.292172,POINT (16.412586153577212 48.2130230254096),2,Trabrennstr.-Parkdeck- Ost,Verkehrslichtsignalanlage,V02071-01,292172,
AKUSTISCHEAMPELOGD.292173,POINT (16.41826499266598 48.293235130413784),21,Brünner Str.-Kummerg.,Verkehrslichtsignalanlage,V21056-01,292173,
AKUSTISCHEAMPELOGD.292174,POINT (16.236839914220116 48.204750648961934),14,Hauptstr.-Kolonieweg,geregelter Fußgängerübergang,V14054-01,292174,
AKUSTISCHEAMPELOGD.292175,POINT (16.360937184601447 48.199853839409485),6,Gumpendorfer Str.-Leharg.,geregelter Fußgängerübergang,V06043-01,292175,
AKUSTISCHEAMPELOGD.292176,POINT (16.355774083717147 48.18392892100178),5,Reinprechtsd. Str.-Stolbergg._Fendig.,Verkehrslichtsignalanlage,V05006-01,292176,
AKUSTISCHEAMPELOGD.292177,POINT (16.3397227996276 48.21198836020597),8,Lerchenf. G¿¿rtel-Uhlpl.,Verkehrslichtsignalanlage,V08001-01,292177,
AKUSTISCHEAMPELOGD.292178,POINT (16.37425385571497 48.20163989029646),1,Schwarzenbergpl.-Kärntner Ring,Verkehrslichtsignalanlage,V01037-01,292178,
AKUSTISCHEAMPELOGD.292179,POINT (16.411315477587085 48.196990650880664),2,Schüttelstr.-Stadionallee,Verkehrslichtsignalanlage,V02013-01,292179,
AKUSTISCHEAMPELOGD.292180,POINT (16.30655419017923 48.21345725046009),16,Maroltingerg.-Thaliastr._Sandleiteng,Verkehrslichtsignalanlage,V16011-01,292180,
AKUSTISCHEAMPELOGD.292181,POINT (16.350020779567437 48.16969116645768),10,Triester Str.-Raxstr.,Verkehrslichtsignalanlage,V10004-01,292181,
AKUSTISCHEAMPELOGD.292182,POINT (16.35595420119558 48.19556165761663),5,Hamburger Str.-Stegg.,geregelter Fußgängerübergang,V05034-01,292182,
AKUSTISCHEAMPELOGD.292183,POINT (16.450101078731006 48.25888354244466),22,Wagramerstr.-ON 177,Verkehrslichtsignalanlage,V22102-01,292183,
AKUSTISCHEAMPELOGD.292184,POINT (16.319181917762823 48.1678229407111),12,Breitenfurter Str.-Sonnerg.,Verkehrslichtsignalanlage,V12067-01,292184,
AKUSTISCHEAMPELOGD.292185,POINT (16.355201465479553 48.209305687202516),8,Landesgerichtsstr.-Josefst¿¤dter Str.,Verkehrslichtsignalanlage,V08005-01,292185,
AKUSTISCHEAMPELOGD.292186,POINT (16.360748847770395 48.23260043853183),9,Spittelauer Lände-Ausfahrt Park u Ride,Verkehrslichtsignalanlage,V09057-01,292186,
AKUSTISCHEAMPELOGD.292187,POINT (16.38036315312725 48.2157193749827),2,Taborstr.-Schmelzg._Kl.Sperlg.,Verkehrslichtsignalanlage,V02014-01,292187,
AKUSTISCHEAMPELOGD.292189,POINT (16.377343221992078 48.243658909697075),20,Adalbert Stifter Str.-Leystr.,Verkehrslichtsignalanlage,V20002-01,292189,
AKUSTISCHEAMPELOGD.292190,POINT (16.33822255586483 48.193047488091075),15,Mariahilfer Gürtel-Maria von Siege,Verkehrslichtsignalanlage,V15038-01,292190,
AKUSTISCHEAMPELOGD.292192,POINT (16.351444685476633 48.20630817901558),7,Lerchenf. Str.-Piaristeng._Kellermann,Verkehrslichtsignalanlage,V07019-01,292192,
AKUSTISCHEAMPELOGD.292194,POINT (16.443062499649518 48.25423731267058),22,Eipeldauerstr.-Anton Sattler-G.,Verkehrslichtsignalanlage,V22050-01,292194,
AKUSTISCHEAMPELOGD.292195,POINT (16.387183424810495 48.23807640910017),20,Engerthstr.-Donaueschingenstr.,Verkehrslichtsignalanlage,V20039-01,292195,
AKUSTISCHEAMPELOGD.292196,POINT (16.35883417704048 48.180843219407436),5,Matzleinsd.Platz-Reinprd.Str_Triester S,Verkehrslichtsignalanlage,V05010-01,292196,
AKUSTISCHEAMPELOGD.292197,POINT (16.444193613802558 48.2510073540922),22,Wagramer Str.-Am Langen Felde,Verkehrslichtsignalanlage,V22042-01,292197,
AKUSTISCHEAMPELOGD.292198,POINT (16.36704660442193 48.25802312545551),19,Heiligenst. Str.-Sickenbergg.,Verkehrslichtsignalanlage,V19008-01,292198,
AKUSTISCHEAMPELOGD.292199,POINT (16.34936230750608 48.20639666103373),7,Lerchenf. Str.-Neubaug._Strozzig.,Verkehrslichtsignalanlage,V07015-01,292199,
