FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ab,1256832,POINT (16.398892505250924 48.24889248236684),Ferdinand-Kaufmann-Platz,21,22.145 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ac,1256833,POINT (16.412994069006288 48.297077606865706),PA Edi-Finger-Straße,21,1.311 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ad,1256834,POINT (16.399036751587225 48.21424794956423),Prater - Schulverkehrsgartenwiese,2,5.172 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ae,1256835,POINT (16.402319057688633 48.21004492861256),Prater - Spenadlwiese,2,27.200 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53af,1256836,POINT (16.288783736261227 48.18700955023602),PA Neue-Welt-Gasse,13,232 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b0,1256837,POINT (16.262071969304188 48.19129347519568),Erna-Reitmeyer-Park,13,1.175 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b1,1256838,POINT (16.265522929653134 48.18265801340938),PA Clarplatz,13,826 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b2,1256839,POINT (16.28115432809803 48.165683302382035),Andreas-Rett-Park,13,5.278 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b3,1256840,POINT (16.319369899858554 48.15863384684177),PA Zanaschkagasse,12,5.228 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b4,1256841,POINT (16.331242963368325 48.175820458962946),Vivenotpark,12,2.377 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b5,1256842,POINT (16.328597873159072 48.172971180535015),Theodor-Körner-Park,12,6.387 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b6,1256843,POINT (16.30680111619208 48.169127814280095),PA Schlöglgasse,12,10.887 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b7,1256844,POINT (16.326864055589667 48.173689742368175),PA Wienerbergbrücke,12,1.390 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b8,1256845,POINT (16.326710654946808 48.15882416731863),PA Schöpfwerk,12,9.447 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53b9,1256847,POINT (16.30593688290926 48.16896579057269),Karl-Voitl-Park,12,1.020 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ba,1256848,POINT (16.306413965001255 48.165734384106685),Franz-Hübel-Park,12,10.108 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53bb,1256849,POINT (16.303829451252835 48.161886443716696),PA Hervicusgasse,12,4.706 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53bc,1256850,POINT (16.301856629513445 48.16969452124126),Friederike-Stoiber-Park,12,1.910 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53bd,1256851,POINT (16.337032529272314 48.17788526118273),PA Canalettogasse,12,309 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53be,1256852,POINT (16.409926687958727 48.211184435845034),Prater - Rotundenwiese,2,2.993 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53bf,1256853,POINT (16.32638729492018 48.164451786192004),Miep-Gies-Park,12,12.745 m²,HuZo: Wint6:00-21:30|Somm6:00-22:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c0,1256854,POINT (16.315955710252936 48.24240031427961),PA Glanzinggasse,19,1.262 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c1,1256855,POINT (16.30890510734953 48.240994323453435),Pötzleinsdorfer Schloßpark,18,350.179 m²,"Okt-Mär: 8:00-18:00, Apr-Sep: 7:00-21:00 (Sperrzeiten witterungsabhängig)",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c2,1256856,POINT (16.315876946665217 48.239709346562464),PA Pötzleinsdorfer Straße,18,793 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c3,1256857,POINT (16.323393487258063 48.22662721550078),PA Lazargasse,17,1.211 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c4,1256858,POINT (16.3448107363671 48.225249328223036),PA Kutschkergasse,18,237 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c5,1256859,POINT (16.28292654308737 48.22586647837545),PA Röntgengasse,17,2.175 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c6,1256860,POINT (16.314541511801476 48.22349499739447),Park der Freiheit,17,1.267 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c7,1256861,POINT (16.290854443859835 48.224874860365276),PA Franz-Glaser-Gasse,17,3.401 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c8,1256862,POINT (16.29138252066425 48.233708764747625),PA Dornbacher Straße,17,490 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53c9,1256863,POINT (16.330309663586274 48.223159895613136),Diepoldpark,17,3.648 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ca,1256864,POINT (16.321105367886904 48.21278529251206),PA Wichtelgasse,16,3.636 m²,6:00-20:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53cb,1256865,POINT (16.328452257644983 48.21248402496779),Karl-Hodina-Park,16,895 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53cc,1256866,POINT (16.312564392102804 48.215447345902064),PA Mildeplatz,16,2.923 m²,"Ballspielplatz: 7:00-21:00, Wintersperre: Dez-Jän",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53cd,1256867,POINT (16.319466696235406 48.21292167537125),PA Lambertgasse,16,258 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ce,1256868,POINT (16.408464654859742 48.207568189906596),Prater - Arenawiese,2,58.590 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53cf,1256869,POINT (16.294249234343877 48.215212679244175),Katharinenruhe,16,657 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d0,1256870,POINT (16.33765878726843 48.18982169325099),PA Sechshauser Gürtel,15,1.143 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d1,1256871,POINT (16.332087702994116 48.194248352230844),PA Rosinagasse,15,672 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d2,1256872,POINT (16.32687542422881 48.18883310384615),PA Oelweingasse,15,662 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d3,1256873,POINT (16.333214920018175 48.18937088694194),PA Kranzgasse,15,691 m²,,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d4,1256874,POINT (16.333737601075732 48.186491880316005),Ignaz-Kuranda-Park,15,2.331 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d5,1256875,POINT (16.328158523782044 48.18775456473432),PA Grimmgasse,15,379 m²,"Nov-März: 7:00-20:00, Apr-Okt: 7:00-21:00",Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d6,1256876,POINT (16.33544282666384 48.192173381449734),PA Moshe-Jahoda-Platz,15,533 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d7,1256877,POINT (16.326513745958113 48.19255941097858),PA Avedikstraße,15,1.691 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d8,1256878,POINT (16.281901092574152 48.206708609307114),Steinhofer Park,14,51.947 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53d9,1256846,POINT (16.40349999710172 48.210188414751975),Prater - Konstantinhügel,2,16.001 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53da,1256507,POINT (16.321104925224294 48.151853173898886),PA Papiergasse,23,898 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53db,1256508,POINT (16.354069074835657 48.14817601905843),PA Neilreichgasse,23,1.059 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53dc,1256509,POINT (16.30872851092285 48.15111564491782),PA Mühlbreiten,23,19.551 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53dd,1256510,POINT (16.309176999850244 48.14820732281981),Michael-Bausback-Park,23,4.822 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53de,1256511,POINT (16.268562101290104 48.15036185032608),PA Geßlgasse,23,550 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53df,1256512,POINT (16.292283693520794 48.1522582278658),PA Ludwig-Kirschner-Gasse,23,1.237 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e0,1256513,POINT (16.246341206001834 48.137817927801834),PA Kalksburg,23,2.253 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e1,1256514,POINT (16.34252393425025 48.21217123699363),GA Bennoplatz,8,1.338 m²,"Okt-März: 6:10-19:30, Apr-Sep: 6:40-22:00",Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e2,1256515,POINT (16.343987395137482 48.21429334290708),GA Albertplatz,8,851 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e3,1256516,POINT (16.339032932497165 48.18879456213949),Franz-Schwarz-Park,6,1.865 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e4,1256517,POINT (16.368908367185906 48.19371424604939),GA Brahmsplatz,4,1.048 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e5,1256518,POINT (16.50126505909782 48.22355554109963),Hannah-Arendt-Park,22,14.748 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e6,1256519,POINT (16.393636804156262 48.20677697717671),GA Rudolf-von-Alt-Platz,3,571 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e7,1256520,POINT (16.505386388457076 48.22691359358138),Seepark,22,39.397 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e8,1256521,POINT (16.409435625122242 48.19651549304579),GA Ludwig-Koeßler-Platz,3,410 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53e9,1256522,POINT (16.498919293812325 48.22660524540078),Yella-Hertzka-Park,22,21.697 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ea,1256523,POINT (16.492165853011315 48.24824238976139),PA Feuerwehrspielplatz,22,9.325 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53eb,1256524,POINT (16.36730859318379 48.200673293821595),Esperantopark,1,946 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ec,1256525,POINT (16.38010141841245 48.20742139828925),GA Dr.-Karl-Lueger-Platz,1,1.050 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ed,1256526,POINT (16.383652967635673 48.17943012586933),Helmut-Zilk-Park,10,65.025 m²,Hundezone+Spielplatz: 6:00-21:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ee,1256527,POINT (16.357613551634113 48.23014157076824),PA Augasse,9,965 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ef,1256528,POINT (16.358393142157087 48.22324443192202),Liechtensteinpark,9,20.179 m²,6:40-20:45,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f0,1256529,POINT (16.3486657316163 48.21771146123544),PA AKH,9,2.249 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f1,1256530,POINT (16.34569628255491 48.200606275495716),Dorothea-Neff-Park,7,786 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f2,1256531,POINT (16.361167779200585 48.18991156824698),Schütte-Lihotzky-Park,5,3.480 m²,6:00-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f3,1256532,POINT (16.355398772797436 48.21159542523666),Florianipark,8,775 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f4,1256533,POINT (16.306543087935523 48.142424905189074),GA Kugelmannplatz,23,628 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f5,1256534,POINT (16.347707719465458 48.14779020312788),PA Dr.-Pirnitzer-Platz,23,1.050 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f6,1256535,POINT (16.446666973019788 48.243280444058975),GA Mergenthalerplatz,22,488 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f7,1256536,POINT (16.495236607654164 48.27783595510091),GA Süßenbrunner Platz,22,1.327 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f8,1256537,POINT (16.39058520977682 48.267856055572395),GA Anton-Anderer-Platz,21,549 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53f9,1256538,POINT (16.407475390660693 48.28141359364959),GA Bernreiterplatz,21,1.221 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53fa,1256539,POINT (16.33788994269305 48.25061558821499),Anna-Ehm-Park,19,4.732 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53fb,1256506,POINT (16.31145049759545 48.12608309249124),PA Pollakgasse,23,9.412 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53fc,1256540,POINT (16.30127830505527 48.198112344397494),GA Lotte-Lenya-Platz,14,706 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53fd,1256541,POINT (16.297696453367532 48.19431692180539),Erich-Auer-Park,14,1.457 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53fe,1256542,POINT (16.30385154992034 48.16439809624617),GA Marschallplatz,12,1.289 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_53ff,1256543,POINT (16.334434976277056 48.184509744110784),PA Bruno-Pittermann-Platz,12,5.107 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5400,1256544,POINT (16.39643883275706 48.153142651794866),GA Franz-Jachym-Platz,10,1.231 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5401,1256545,POINT (16.349159850115683 48.15354079935548),GA Otto-Probst-Platz,10,3.161 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5402,1256546,POINT (16.35704236451281 48.22998934229901),Josef-Ludwig-Wolf-Park,9,1.115 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5403,1256547,POINT (16.41543942973844 48.214675393904066),PA Engerthstraße,2,5.595 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5404,1256548,POINT (16.353736691739567 48.220956600715965),Arne-Karlsson-Park,9,11.658 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5405,1256549,POINT (16.35170927790898 48.20472158044228),PA Kirchengasse,7,284 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5406,1256550,POINT (16.34389363873087 48.19377648200757),Vinzenz-von-Paul-Park,6,865 m²,"Okt-März: 8:00-15:00, Apr-Sep: 8:00-19:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5407,1256551,POINT (16.353765156696834 48.19109969817755),Rosa-Janku-Park,5,1.201 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5408,1256552,POINT (16.363561123166736 48.1962690421972),Planquadrat Park,4,4.760 m²,keine Angabe,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5409,1256553,POINT (16.371406706724958 48.186801688134196),PA Schelleingasse,4,5.090 m²,"Ballspielplatz: Okt-März: 7:15-20:15, Apr-Sep: 6:30-21:15",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540a,1256554,POINT (16.3214328820813 48.15722167492613),PA Danilovatzgasse,12,898 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540b,1256555,POINT (16.405498123649146 48.2169135915909),Wolfgang-Kössner-Park,2,5.987 m²,6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540c,1256556,POINT (16.356183541821018 48.207347635911425),PA Schmerlingplatz,1,3.387 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540d,1256557,POINT (16.440218525993462 48.15647514557441),GA Feuerhalle Simmering,11,26.742 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540e,1256558,POINT (16.455641819567635 48.252855085516444),PA Ernst-Jandl-Weg,22,4.097 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_540f,1256559,POINT (16.461472086888527 48.26233845395495),PA Rautenweg,22,1.018 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
