FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51cf,1254979,POINT (16.288353203587135 48.13718330521348),PA Fröhlichgasse,23,4.121 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d0,1254980,POINT (16.34367399163367 48.17795909400154),GA Malfattigasse,12,759 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d1,1254981,POINT (16.401771569419765 48.2549986556847),GA Franklinstraße,21,5.948 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d2,1254982,POINT (16.306925569160498 48.16354489856962),Hetzendorfer Schloßpark,12,8.181 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d3,1254983,POINT (16.363072671745293 48.22916443113201),Treppelweg - Spittelauer Lände,9,10.068 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d4,1254984,POINT (16.40471329314748 48.224560785878595),Mexikopark – Kirche,2,11.671 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d5,1254985,POINT (16.40309694055429 48.22623195453934),Mexikopark – Rosenpark,2,15.109 m²,Spielplatz: 6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d6,1254986,POINT (16.306035735709226 48.20606198483863),GA Lorenz-Mandl-Gasse,16,658 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d7,1254987,POINT (16.38868293435475 48.21304542925891),Vorkai - Weißgerberufer,3,5.912 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d8,1254988,POINT (16.40375347151263 48.202426361415164),Treppelweg - Schüttelstraße,2,37.416 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51d9,1254989,POINT (16.37989626043947 48.21229790667054),Vorkai - Schlagbrückenufer,2,4.938 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51da,1254990,POINT (16.370136663465264 48.2195418190888),Ruth-Maier-Park,2,2.488 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51db,1254991,POINT (16.37610139491556 48.21349736349706),Vorkai - Dianabadufer,2,1.571 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51dc,1254992,POINT (16.352593126790843 48.24330766390059),PA Max-Patat-Weg,19,2.416 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51dd,1254993,POINT (16.416013397717474 48.167412680795024),Luise-Montag-Park,11,13.670 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51de,1254994,POINT (16.423903079221578 48.158053790167905),PA Am Kanal,11,7.130 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51df,1254995,POINT (16.368571472298786 48.17138289092399),PA Van-der-Nüll-Gasse,10,390 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e0,1254996,POINT (16.41756363592574 48.23112049791318),PA Weissauweg,22,8.279 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e1,1254997,POINT (16.38795884710223 48.2136899884951),Vorkai - Praterufer,2,7.309 m²,Ballspielplatz: 6:30-20:30,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e2,1254998,POINT (16.41599594510548 48.165063427035705),PA Hasenleitengasse,11,10.005 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e3,1254999,POINT (16.313170095167482 48.13075460969148),PA Siedlung Wienerflur,23,28.340 m²,Ballspielplatz: Juni-Okt. 8:00-22:30,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e4,1255000,POINT (16.386632389627007 48.15624077467408),Volkspark Laaerberg,10,201.878 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e5,1255001,POINT (16.36756485678568 48.22397871514916),Treppelweg - Roßauer Lände,9,17.930 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e6,1255002,POINT (16.38095852744415 48.20359524622958),Stadtpark - Kinderpark,3,36.995 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e7,1255003,POINT (16.40236973074073 48.18407951054903),Hans-Pemmer-Park,3,9.335 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e8,1255004,POINT (16.42050290101269 48.297745645322415),PA Bahnhofplatz,21,1.226 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51e9,1255005,POINT (16.343376947799413 48.21681341129839),Heinz-Heger-Park,9,317 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ea,1255006,POINT (16.338337396883077 48.24474409873922),Olympiapark,19,13.458 m²,"Ballspielplatz: Okt-Mär: 7:00-19:00, Apr-Sep: 7:00-22:00",Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51eb,1255007,POINT (16.359130597597115 48.2530847100998),Heiligenstädter Park,19,51.805 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ec,1255008,POINT (16.396779899366326 48.24524768317563),PA Am Bruckhaufen,21,1.573 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ed,1255009,POINT (16.348540384512482 48.23237161232433),Währinger Park,18,48.309 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ee,1255010,POINT (16.406578961553226 48.247226870558684),PA Dragonerhäufel,21,36.304 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ef,1255011,POINT (16.249570208704746 48.20220865857032),Ferdinand-Wolf-Park,14,24.350 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f0,1255012,POINT (16.308590841139125 48.22174592866457),Kongreßpark,16,51.843 m²,"Ballspielplatz: Mo-Fr: 7:00-20:00, Sa-So: 9:00-20:30, Wintersperre: Dez-Jän",Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f1,1255013,POINT (16.304742051988136 48.21410367687782),Karl-Kantner-Park,16,5.771 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f2,1255014,POINT (16.36015931530766 48.25700014625353),PA Hammerschmidtgasse,19,1.469 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f3,1255015,POINT (16.31282317823805 48.25041280755784),PA Am Neustiftblick,19,2.918 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f4,1255016,POINT (16.326732257690168 48.244330723999035),PA Gustav-Pick-Gasse,19,1.351 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f5,1255017,POINT (16.320330963930935 48.24109464579153),Dr.-Meißner-Park,19,7.044 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f6,1255018,POINT (16.331169097744556 48.245622567500504),PA Börnergasse,19,7.768 m²,"Ballspielplatz: Okt-Mär: 7:00-19:00, Apr-Sep: 7:00-22:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f7,1255019,POINT (16.353605394369527 48.25851032436265),Beethovenpark,19,15.304 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f8,1255020,POINT (16.330642100156695 48.24330871152132),Alfred-Auer-Park,19,3.173 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51f9,1255021,POINT (16.363727864627958 48.249458363754094),PA 12. Februar-Platz,19,10.417 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51fa,1255022,POINT (16.37489096885026 48.19869633430254),PA Französische Botschaft,4,958 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51fb,1255023,POINT (16.346097763462087 48.22368609425355),Vilma-Degischer-Park,18,1.225 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51fc,1255024,POINT (16.300753052068533 48.239432739883384),PA Ladenburghöhe,18,5.934 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51fd,1255025,POINT (16.41179263425522 48.20844029870912),Prater - Pelzmais,2,161.703 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51fe,1255026,POINT (16.338130183331256 48.19972169760783),Emil-Maurer-Park,7,6.458 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_51ff,1255027,POINT (16.403339841834907 48.18782999832875),Robert-Hochner-Park,3,3.396 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5200,1255028,POINT (16.483519634057505 48.2807574222238),PA Kaspargasse,22,3.163 m²,0:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5201,1255029,POINT (16.474430399592922 48.22281992532757),GA Wonkaplatz,22,3.113 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5202,1255030,POINT (16.48950022577983 48.27668078232185),Badeteich Süßenbrunn,22,88.887 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5203,1255031,POINT (16.483692692403036 48.218696663701074),PA Eisenhutgasse,22,1.865 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5204,1255032,POINT (16.340290811247684 48.18809128546645),GA Gaudenzdorfer Knoten,12,10.838 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5205,1255033,POINT (16.283023526985023 48.19872330131748),Waidhausenpark,14,3.843 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5206,1255034,POINT (16.39126243353329 48.16794128361974),PA Moselgasse,10,2.377 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5207,1255035,POINT (16.37531345332911 48.15208097872571),PA Pichelmayergasse,10,26.165 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5208,1255036,POINT (16.37113745698738 48.19102791190817),PA Bertha-von-Suttner-Hof,4,298 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5209,1255037,POINT (16.369109568257933 48.22161343943723),Wettsteinpark,2,15.970 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520a,1255038,POINT (16.430281560252666 48.19964697912074),Prater - Sonnenscheinwiese,2,141.396 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520b,1255039,POINT (16.419635508112368 48.210593032737265),PA Stella-Klein-Löw-Weg,2,1.540 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520c,1255040,POINT (16.376550850484268 48.221816298019476),Mignon-Langnas-Park,2,4.184 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520d,1256321,POINT (16.373654645113817 48.2153397034719),Freda-Meissner-Blau-Promenade,1,11.963 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520e,1256322,POINT (16.360035915455974 48.18653220106072),PA Zentaplatz,5,1.454 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_520f,1256323,POINT (16.303831960218808 48.149545195025915),PA Josef-Österreicher-Gasse,23,1.843 m²,Ballspielplatz: Mai-Okt. 8:00-20:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5210,1256324,POINT (16.38488084601691 48.2132112672703),Veza-Canetti-Park,2,681 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5211,1256325,POINT (16.39526801103766 48.21883548544693),Venediger-Au-Park,2,33.270 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5212,1256326,POINT (16.39438469827153 48.23259513912796),PA Holubstraße,2,7.134 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5213,1256327,POINT (16.392326533804944 48.23285859620311),PA Innstraße,2,6.037 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5214,1256328,POINT (16.387872701110673 48.224799488164905),Vilma-Neuwirth-Park ,2,1.183 m²,Ballspielplatz: 6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5215,1256329,POINT (16.397144342124438 48.226187411953255),Rudolf-Bednar-Park,2,31.300 m²,Skateranlage: 6:30-20:30,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5216,1256330,POINT (16.38606869102107 48.21719501353754),Rosa-Jochmann-Park,2,1.538 m²,6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5217,1256331,POINT (16.416744309987156 48.215893537523456),Fritzi-Massary-Park,2,4.743 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5218,1256332,POINT (16.384598079852815 48.217923071793905),Odeonpark,2,2.521 m²,6:30.20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5219,1256333,POINT (16.37302617016321 48.224316766216646),Irma-Schwager-Park,2,9.373 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521a,1256334,POINT (16.400178345789858 48.22016271669574),Max-Winter-Park,2,9.852 m²,Wint: 5:30-20:30|Somm: 6:30-20:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521b,1256335,POINT (16.356450249365583 48.193446117801884),Willi-Frank-Park,5,3.512 m²,6:30-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521c,1256336,POINT (16.357700365018708 48.18644100551941),PA Siebenbrunnengasse,5,1.691 m²,6:00-21:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521d,1256337,POINT (16.35437030399206 48.18961021128104),Scheupark,5,3.132 m²,6:00-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521e,1256338,POINT (16.36309393929124 48.187826590738894),Rudolf-Sallinger-Park,5,4.919 m²,Ballspielplatz+Hundezone: 6:30-21:30,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_521f,1256339,POINT (16.355325500060957 48.18124152553464),PA Leopold-Rister-Gasse,5,4.757 m²,Ballspielplatz+Hundezone: 6:30-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5220,1256340,POINT (16.363015866847608 48.184693531839706),Klieberpark,5,3.305 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5221,1256341,POINT (16.35063376396272 48.18022821639731),Herweghpark,5,5.681 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5222,1256342,POINT (16.350830211460593 48.182904751636684),Ernst-Lichtblau-Park,5,2.441 m²,Ballspielplatz: 6:30-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5223,1256343,POINT (16.354591374555216 48.194164108250824),Ernst-Arnold-Park,5,3.788 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5224,1256344,POINT (16.350020376340137 48.18587293392406),Einsiedlerpark,5,6.345 m²,Hundezone: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5225,1256345,POINT (16.351244841897067 48.180971900351366),Hanna-Gärtner-Park,5,2.067 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5226,1256346,POINT (16.343720067025725 48.18793398647722),Bruno-Kreisky-Park,5,10.699 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5227,1256347,POINT (16.35557890174986 48.18779552145922),Bacherpark,5,6.120 m²,Ballspielplatz: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5228,1256348,POINT (16.34738626216292 48.18719700826858),PA Am Hundsturm,5,4.069 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5229,1256349,POINT (16.363282174858437 48.18970944891014),Wanda-Lanzer-Park,4,1.058 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522a,1256350,POINT (16.36528977003899 48.1915607739536),Rubenspark,4,2.871 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522b,1256351,POINT (16.368139967214667 48.20041575370324),Rosa-Mayreder-Park,4,5.221 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522c,1256352,POINT (16.371195443309457 48.19936647536153),Resselpark,4,41.528 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522d,1256353,POINT (16.384459785851366 48.16699288862964),Alfred-Böhm-Park,10,33.756 m²,Ballspielplatz+Hundezone+Skateranlage 6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522e,1256354,POINT (16.35966746396829 48.215735859678745),Votivpark,9,16.779 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_522f,1256355,POINT (16.36064644323285 48.21463636390232),Sigmund-Freud-Park,9,14.459 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5230,1256356,POINT (16.35449493055869 48.215239116248256),Ostarrichi-Park,9,7.526 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5231,1256357,POINT (16.35826627528379 48.22671816828447),Lichtentalerpark,9,4.758 m²,Ballspielplatz: 7:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5232,1256358,POINT (16.355265673711756 48.23128182036963),PA Latschkagasse,9,391 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5233,1256359,POINT (16.364932522757833 48.217229002253326),Erwin-Ringel-Park,9,4.067 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
